"","qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"1833","group_769","NC_002945.4",100,1359,0,0,1,1359,1066554,1067912,0,2510
"1834","group_771","NC_002945.4",100,912,0,0,1,912,1065594,1066505,0,1685
"1835","group_772","NC_002945.4",100,849,0,0,1,849,1065429,1064581,0,1568
"1836","group_773","NC_002945.4",100,903,0,0,1,903,1063616,1064518,0,1668
"1837","group_775","NC_002945.4",100,1164,0,0,1,1164,1062431,1063594,0,2150
"1838","group_779","NC_002945.4",100,1158,0,0,1,1158,3280,4437,0,2139
"1839","group_778","NC_002945.4",99.934,1524,1,0,1,1524,1,1524,0,2809
"1840","espl","NC_002945.4",100,348,0,0,1,348,4301323,4300976,0,643
"1841","group_3083","NC_002945.4",100,843,0,0,1,843,4297425,4298267,0,1557
"1842","esxA","NC_002945.4",100,288,0,0,1,288,4293341,4293628,4.26e-152,532
"1843","esxB","NC_002945.4",100,303,0,0,1,303,4293006,4293308,2.06e-160,560
"1844","PE35","NC_002945.4",100,297,0,0,1,297,4291477,4291773,4.37e-157,549
"1845","group_792","NC_002945.4",100,1443,0,0,1,1443,4285771,4287213,0,2665
"1846","group_793","NC_002945.4",99.942,1722,1,0,1,1722,4284046,4285767,0,3175
"1847","esph","NC_002945.4",100,552,0,0,1,552,4283502,4284053,0,1020
"1848","espg1","NC_002945.4",100,852,0,0,1,852,4282612,4283463,0,1574
"1849","espf","NC_002945.4",100,312,0,0,1,312,4282298,4282609,2.11e-165,577
"1850","group_797","NC_002945.4",100,1113,0,0,1,1113,4279599,4280711,0,2056
"1851","group_798","NC_002945.4",100,291,0,0,1,291,4279146,4278856,9.26e-154,538
"1852","group_799","NC_002945.4",100,876,0,0,1,876,4277759,4278634,0,1618
"1853","gltB","NC_002945.4",100,4584,0,0,1,4584,4276766,4272183,0,8466
"1854","gltD","NC_002945.4",100,1467,0,0,1,1467,4272190,4270724,0,2710
"1855","group_802","NC_002945.4",100,198,0,0,1,198,4270299,4270102,3.03e-102,366
"1856","ycdX","NC_002945.4",100,1008,0,0,1,1008,4270093,4269086,0,1862
"1857","group_806","NC_002945.4",100,651,0,0,1,651,4268234,4268884,0,1203
"1858","group_805","NC_002945.4",100,1470,0,0,1,1470,4268158,4266689,0,2715
"1859","rraa","NC_002945.4",100,474,0,0,1,474,4266180,4266653,0,876
"1860","group_809","NC_002945.4",100,405,0,0,1,405,4265759,4266163,0,749
"1861","group_812","NC_002945.4",100,285,0,0,1,285,4265368,4265652,1.96e-150,527
"1862","group_814","NC_002945.4",100,657,0,0,1,657,4264700,4265356,0,1214
"1863","espr","NC_002945.4",100,399,0,0,1,399,4264184,4264582,0,737
"1864","group_817","NC_002945.4",99.89,909,1,0,1,909,4263011,4263919,0,1674
"1865","group_819","NC_002945.4",100,534,0,0,1,534,4262223,4262756,0,987
"1866","group_821","NC_002945.4",100,624,0,0,1,624,4261389,4262012,0,1153
"1867","group_823","NC_002945.4",100,180,0,0,1,180,4261118,4260939,2.78e-92,333
"1868","group_3296","NC_002945.4",100,102,0,0,1,102,4260641,4260540,3.26e-49,189
"1869","orn","NC_002945.4",100,699,0,0,1,699,2798314,2799012,0,1291
"1870","group_3297","NC_002945.4",100,420,0,0,1,420,2447210,2446791,0,776
"1871","group_3298","NC_002945.4",100,987,0,0,1,987,2448204,2447218,0,1823
"1872","group_3299","NC_002945.4",100,1959,0,0,1,1959,2448555,2450513,0,3618
"1873","group_3300","NC_002945.4",100,975,0,0,1,975,2451585,2450611,0,1801
"1874","group_3301","NC_002945.4",100,693,0,0,1,693,2451789,2452481,0,1280
"1875","group_3302","NC_002945.4",100,357,0,0,1,357,2452845,2452489,0,660
"1876","group_830","NC_002945.4",100,495,0,0,1,495,2454396,2454890,0,915
"1877","group_3303","NC_002945.4",100,1086,0,0,1,1086,2454969,2456054,0,2006
"1878","group_3304","NC_002945.4",99.866,747,1,0,1,747,2456054,2456800,0,1375
"1879","group_3305","NC_002945.4",100,1539,0,0,1,1539,2456958,2458496,0,2843
"1880","group_3306","NC_002945.4",100,1107,0,0,1,1107,2459528,2458422,0,2045
"1881","group_3307","NC_002945.4",100,1104,0,0,1,1104,2460703,2459600,0,2039
"1882","group_3308","NC_002945.4",100,1167,0,0,1,1167,2460718,2461884,0,2156
"1883","pepB","NC_002945.4",99.935,1548,1,0,1,1548,2461896,2463443,0,2854
"1884","ephD","NC_002945.4",100,1779,0,0,1,1779,2465259,2463481,0,3286
"1885","group_3309","NC_002945.4",100,1662,0,0,1,1662,2465523,2467184,0,3070
"1886","group_3315","NC_002945.4",100,906,0,0,1,906,2467184,2468089,0,1674
"1887","group_3310","NC_002945.4",100,693,0,0,1,693,2468142,2468834,0,1280
"1888","group_3311","NC_002945.4",100,936,0,0,1,936,2468831,2469766,0,1729
"1889","group_3312","NC_002945.4",100,753,0,0,1,753,2469793,2470545,0,1391
"1890","group_3313","NC_002945.4",100,423,0,0,1,423,2470974,2470552,0,782
"1891","group_3314","NC_002945.4",100,1437,0,0,1,1437,2471173,2472609,0,2654
"1892","group_841","NC_002945.4",100,1341,0,0,1,1341,2477300,2475960,0,2477
"1893","group_843","NC_002945.4",100,1563,0,0,1,1563,2478957,2477395,0,2887
"1894","group_2342","NC_002945.4",100,1562,0,0,2,1563,2480580,2479019,0,2885
"1895","panB","NC_002945.4",100,846,0,0,1,846,2481300,2482145,0,1563
"1896","group_846","NC_002945.4",99.935,1542,1,0,1,1542,2482390,2483931,0,2843
"1897","group_848","NC_002945.4",100,711,0,0,1,711,2484481,2485191,0,1314
"1898","group_849","NC_002945.4",100,1095,0,0,1,1095,2486297,2485203,0,2023
"1899","group_851","NC_002945.4",100,738,0,0,1,738,2487031,2486294,0,1363
"1900","group_852","NC_002945.4",100,1140,0,0,1,1140,2488167,2487028,0,2106
"1901","cobC","NC_002945.4",100,1095,0,0,1,1095,2489258,2488164,0,2023
"1902","ptpA","NC_002945.4",100,492,0,0,1,492,2490705,2491196,0,909
"1903","group_855","NC_002945.4",100,816,0,0,1,816,2491196,2492011,0,1507
"1904","cobD","NC_002945.4",100,960,0,0,1,960,2492952,2491993,0,1773
"1905","group_858","NC_002945.4",99.877,816,1,0,1,816,2493000,2493815,0,1502
"1906","group_863","NC_002945.4",100,126,0,0,1,126,2494035,2493910,1.92e-62,233
"1907","ahpE","NC_002945.4",100,462,0,0,1,462,2494735,2494274,0,854
"1908","group_861","NC_002945.4",100,423,0,0,1,423,2495157,2494735,0,782
"1909","group_862","NC_002945.4",100,591,0,0,1,591,2495839,2495249,0,1092
"1910","aceE","NC_002945.4",99.964,2793,1,0,1,2793,2496011,2498803,0,5153
"1911","group_865","NC_002945.4",100,1245,0,0,1,1245,2498863,2500107,0,2300
"1912","fabD","NC_002945.4",100,909,0,0,1,909,2500346,2501254,0,1679
"1913","group_868","NC_002945.4",100,348,0,0,1,348,2501330,2501677,0,643
"1914","group_870","NC_002945.4",100,1251,0,0,1,1251,2501674,2502924,0,2311
"1915","group_870","NC_002945.4",74.884,860,186,26,408,1249,2503422,2504269,7.56e-101,364
"1916","group_872","NC_002945.4",100,1317,0,0,1,1317,2502955,2504271,0,2433
"1917","group_872","NC_002945.4",74.884,860,186,26,468,1315,2502081,2502922,7.97e-101,364
"1918","group_874","NC_002945.4",100,1422,0,0,1,1422,2504302,2505723,0,2627
"1919","group_877","NC_002945.4",98.032,1575,1,1,1,1575,2508259,2506715,0,2710
"1920","group_878","NC_002945.4",99.825,570,1,0,1,570,2508828,2508259,0,1048
"1921","group_879","NC_002945.4",100,1590,0,0,1,1590,2508876,2510465,0,2937
"1922","group_882","NC_002945.4",100,930,0,0,1,930,2510462,2511391,0,1718
"1923","group_884","NC_002945.4",100,504,0,0,1,504,2511457,2511960,0,931
"1924","group_889","NC_002945.4",99.543,219,1,0,1,219,2512567,2512785,3.34e-112,399
"1925","group_890","NC_002945.4",100,513,0,0,1,513,2513326,2512814,0,948
"1926","group_895","NC_002945.4",99.878,819,1,0,1,819,2514295,2513477,0,1507
"1927","group_897","NC_002945.4",100,1062,0,0,1,1062,2515370,2514309,0,1962
"1928","mscr","NC_002945.4",100,1086,0,0,1,1086,2515612,2516697,0,2006
"1929","gloB_1","NC_002945.4",100,636,0,0,1,636,2516697,2517332,0,1175
"1930","group_904","NC_002945.4",100,954,0,0,1,954,2519006,2519959,0,1762
"1931","group_905","NC_002945.4",100,1230,0,0,1,1230,2522065,2523294,0,2272
"1932","group_910","NC_002945.4",99.811,528,1,0,1,528,2528063,2528590,0,970
"1933","group_913","NC_002945.4",100,300,0,0,1,300,2528697,2528996,9.5e-159,555
"1934","group_915","NC_002945.4",99.729,369,1,0,1,369,2529102,2529470,0,676
"1935","group_918","NC_002945.4",100,330,0,0,1,330,2529467,2529796,2.21e-175,610
"1936","group_916","NC_002945.4",100,870,0,0,1,870,2530248,2531117,0,1607
"1937","group_919","NC_002945.4",99.781,915,2,0,1,915,2533403,2532489,0,1679
"1938","group_921","NC_002945.4",100,1380,0,0,1,1380,2533567,2534946,0,2549
"1939","pitB","NC_002945.4",100,1659,0,0,1,1659,2535180,2536838,0,3064
"1940","group_926","NC_002945.4",100,264,0,0,1,264,2541147,2540884,8.51e-139,488
"1941","group_927","NC_002945.4",100,402,0,0,1,402,2541576,2541175,0,743
"1942","group_929","NC_002945.4",100,234,0,0,1,234,2544887,2545120,3.55e-122,433
"1943","mtnN","NC_002945.4",100,1005,0,0,1,1005,2547037,2546033,0,1857
"1944","group_931","NC_002945.4",100,1164,0,0,1,1164,2547392,2548555,0,2150
"1945","group_932","NC_002945.4",100,639,0,0,1,639,2548778,2549416,0,1181
"1946","group_933","NC_002945.4",100,903,0,0,1,903,2549510,2550412,0,1668
"1947","group_935","NC_002945.4",100,453,0,0,1,453,2550444,2550896,0,837
"1948","group_937","NC_002945.4",100,1068,0,0,1,1068,2550992,2552059,0,1973
"1949","group_939","NC_002945.4",100,1944,0,0,1,1944,2554008,2552065,0,3591
"1950","group_940","NC_002945.4",100,819,0,0,1,819,2554900,2554082,0,1513
"1951","group_941","NC_002945.4",100,660,0,0,1,660,2555054,2555713,0,1219
"1952","group_943","NC_002945.4",100,243,0,0,1,243,2555819,2556061,3.67e-127,449
"1953","group_946","NC_002945.4",100,924,0,0,1,924,2557025,2556102,0,1707
"1954","group_950","NC_002945.4",100,210,0,0,1,210,2557231,2557022,6.91e-109,388
"1955","group_949","NC_002945.4",100,1290,0,0,1,1290,2557815,2559104,0,2383
"1956","group_951","NC_002945.4",100,264,0,0,1,264,2559463,2559200,8.51e-139,488
"1957","group_951","NC_002945.4",78.531,177,31,5,90,264,718879,719050,7.74e-25,110
"1958","group_953","NC_002945.4",100,426,0,0,1,426,2559503,2559928,0,787
"1959","group_954","NC_002945.4",100,822,0,0,1,822,2560678,2559857,0,1519
"1960","group_955","NC_002945.4",100,159,0,0,1,159,2562018,2561860,1.14e-80,294
"1961","group_956","NC_002945.4",100,717,0,0,1,717,2562425,2563141,0,1325
"1962","group_958","NC_002945.4",100,333,0,0,1,333,2563151,2563483,4.81e-177,616
"1963","group_960","NC_002945.4",100,93,0,0,1,93,2563551,2563643,2.93e-44,172
"1964","group_961","NC_002945.4",100,456,0,0,1,456,2564304,2563849,0,843
"1965","group_963","NC_002945.4",100,168,0,0,1,168,2564650,2564483,1.2e-85,311
"1966","group_965","NC_002945.4",100,153,0,0,1,153,2565283,2565435,2.36e-77,283
"1967","group_967","NC_002945.4",100,342,0,0,1,342,2565444,2565785,0,632
"1968","group_968","NC_002945.4",100,597,0,0,1,597,2565818,2566414,0,1103
"1969","group_970","NC_002945.4",100,270,0,0,1,270,2566492,2566761,4.03e-142,499
"1970","group_972","NC_002945.4",100,855,0,0,1,855,2567912,2567058,0,1580
"1971","group_974","NC_002945.4",99.927,1374,1,0,1,1374,2569296,2567923,0,2532
"1972","group_976","NC_002945.4",100,1518,0,0,1,1518,2570810,2569293,0,2804
"1973","group_978","NC_002945.4",100,873,0,0,1,873,2570844,2571716,0,1613
"1974","group_981","NC_002945.4",100,825,0,0,1,825,2571703,2572527,0,1524
"1975","group_987","NC_002945.4",100,1323,0,0,1,1323,2572524,2573846,0,2444
"1976","group_983","NC_002945.4",100,879,0,0,1,879,2574732,2573854,0,1624
"1977","group_984","NC_002945.4",100,1398,0,0,1,1398,2576126,2574729,0,2582
"1978","group_986","NC_002945.4",100,546,0,0,1,546,2576705,2576160,0,1009
"1979","group_988","NC_002945.4",100,666,0,0,1,666,2577370,2576705,0,1230
"1980","group_990","NC_002945.4",100,447,0,0,1,447,2578340,2578786,0,826
"1981","group_992","NC_002945.4",100,492,0,0,1,492,2581994,2582485,0,909
"1982","PE23","NC_002945.4",100,1149,0,0,1,1149,2582737,2583885,0,2122
"1983","group_993","NC_002945.4",99.935,1548,1,0,1,1548,2585467,2583920,0,2854
"1984","group_994","NC_002945.4",100,387,0,0,1,387,2586303,2586689,0,715
"1985","group_999","NC_002945.4",100,129,0,0,1,129,2586956,2587084,4.25e-64,239
"1986","group_1000","NC_002945.4",100,1647,0,0,1,1647,2587114,2588760,0,3042
"1987","stp","NC_002945.4",99.936,1572,1,0,1,1572,2590328,2588757,0,2898
"1988","cysK1","NC_002945.4",99.893,933,1,0,1,933,2590803,2591735,0,1718
"1989","group_1002","NC_002945.4",99.855,690,1,0,1,690,2591739,2592428,0,1269
"1990","group_1005","NC_002945.4",100,1119,0,0,1,1119,2594994,2593876,0,2067
"1991","group_1008","NC_002945.4",100,786,0,0,1,786,2595899,2595114,0,1452
"1992","group_1009","NC_002945.4",100,396,0,0,1,396,2599194,2599589,0,732
"1993","group_1009","NC_002945.4",81.553,309,57,0,1,309,540014,539706,1.45e-68,255
"1994","group_1011","NC_002945.4",100,435,0,0,1,435,2601590,2602024,0,804
"1995","group_1012","NC_002945.4",100,294,0,0,1,294,2602244,2602537,2.01e-155,544
"1996","group_1014","NC_002945.4",100,1920,0,0,1,1920,2604460,2602541,0,3546
"1997","group_1016","NC_002945.4",100,1296,0,0,1,1296,2605760,2604465,0,2394
"1998","group_1018","NC_002945.4",100,1983,0,0,1,1983,2605829,2607811,0,3663
"1999","group_1021","NC_002945.4",100,1776,0,0,1,1776,1647293,1645518,0,3280
"2000","group_1022","NC_002945.4",99.961,2541,1,0,1,2541,1648144,1650684,0,4687
"2001","group_1023","NC_002945.4",100,1194,0,0,1,1194,1650681,1651874,0,2206
"2002","group_1024","NC_002945.4",99.875,801,1,0,1,801,1651871,1652671,0,1474
"2003","group_1024","NC_002945.4",100,30,0,0,749,778,3663839,3663868,3.28e-08,56.5
"2004","group_1024","NC_002945.4",100,29,0,0,749,777,3121459,3121487,1.18e-07,54.7
"2005","group_1025","NC_002945.4",100,1254,0,0,1,1254,1652673,1653926,0,2316
"2006","group_1026","NC_002945.4",100,489,0,0,1,489,1653923,1654411,0,904
"2007","group_1027","NC_002945.4",100,348,0,0,1,348,1654386,1654733,0,643
"2008","group_1029","NC_002945.4",100,375,0,0,1,375,1660135,1660509,0,693
"2009","echA12","NC_002945.4",100,858,0,0,1,858,1660918,1661775,0,1585
"2010","group_1030","NC_002945.4",100,1629,0,0,1,1629,1661811,1663439,0,3009
"2011","group_1031","NC_002945.4",100,192,0,0,1,192,1663536,1663727,6.34e-99,355
"2012","acn","NC_002945.4",100,2832,0,0,1,2832,1667201,1664370,0,5230
"2013","group_1032","NC_002945.4",100,561,0,0,1,561,1667359,1667919,0,1037
"2014","group_1034","NC_002945.4",100,1134,0,0,1,1134,1670438,1671571,0,2095
"2015","group_1035","NC_002945.4",100,954,0,0,1,954,1671568,1672521,0,1762
"2016","group_1037","NC_002945.4",100,1008,0,0,1,1008,1672532,1673539,0,1862
"2017","fabG1","NC_002945.4",100,744,0,0,1,744,1674595,1675338,0,1375
"2018","group_1038","NC_002945.4",100,810,0,0,1,810,1675357,1676166,0,1496
"2019","group_1039","NC_002945.4",100,1035,0,0,1,1035,1676172,1677206,0,1912
"2020","group_1040","NC_002945.4",100,909,0,0,1,909,1678080,1677172,0,1679
"2021","group_1041","NC_002945.4",100,435,0,0,1,435,1678096,1678530,0,804
"2022","group_1044","NC_002945.4",100,1848,0,0,1,1848,1683312,1685159,0,3413
"2023","maze4","NC_002945.4",100,303,0,0,1,303,1687426,1687728,2.06e-160,560
"2024","group_1049","NC_002945.4",100,1005,0,0,1,1005,1688039,1689043,0,1857
"2025","group_1052","NC_002945.4",100,192,0,0,1,192,1691480,1691289,6.34e-99,355
"2026","lpxD","NC_002945.4",100,666,0,0,1,666,1697100,1696435,0,1230
"2027","group_1056","NC_002945.4",100,960,0,0,1,960,1698066,1699025,0,1773
"2028","group_1061","NC_002945.4",100,435,0,0,1,435,1717815,1717381,0,804
"2029","adh","NC_002945.4",99.909,1104,1,0,1,1104,1719795,1720898,0,2034
"2030","group_1064","NC_002945.4",100,567,0,0,1,567,1720895,1721461,0,1048
"2031","group_1065","NC_002945.4",100,435,0,0,1,435,1721972,1721538,0,804
"2032","group_1067","NC_002945.4",100,1128,0,0,1,1128,1722032,1723159,0,2084
"2033","group_1068","NC_002945.4",100,678,0,0,1,678,1723156,1723833,0,1253
"2034","group_1069","NC_002945.4",100,237,0,0,1,237,1724398,1724634,7.73e-124,438
"2035","ansA","NC_002945.4",100,966,0,0,1,966,1730599,1729634,0,1784
"2036","lprI","NC_002945.4",100,594,0,0,1,594,1732793,1732200,0,1098
"2037","glbN","NC_002945.4",100,411,0,0,1,411,1733258,1732848,0,760
"2038","group_1073","NC_002945.4",100,1026,0,0,1,1026,1733486,1734511,0,1895
"2039","group_1075","NC_002945.4",100,804,0,0,1,804,1734516,1735319,0,1485
"2040","group_1079","NC_002945.4",100,228,0,0,1,228,1735341,1735568,7.46e-119,422
"2041","dnaE1","NC_002945.4",100,3555,0,0,1,3555,1736116,1739670,0,6565
"2042","vapb11","NC_002945.4",100,204,0,0,1,204,1755351,1755554,1.45e-105,377
"2043","vapc11","NC_002945.4",100,405,0,0,1,405,1755560,1755964,0,749
"2044","treX","NC_002945.4",100,2166,0,0,1,2166,1761376,1759211,0,4000
"2045","group_1086","NC_002945.4",100,2190,0,0,1,2190,1763604,1761415,0,4045
"2046","bioA","NC_002945.4",100,1398,0,0,1,1398,1765083,1766480,0,2582
"2047","esxK_1","NC_002945.4",99.329,298,0,2,1,297,2025211,2025507,9.47e-154,538
"2048","esxK_1","NC_002945.4",97.966,295,6,0,1,295,1161626,1161332,5.74e-146,512
"2049","esxK_1","NC_002945.4",97.635,296,7,0,1,296,1341934,1342229,7.42e-145,508
"2050","argS","NC_002945.4",100,1653,0,0,1,1653,1448837,1450489,0,3053
"2051","group_1087","NC_002945.4",100,336,0,0,1,336,1448292,1447957,1.04e-178,621
"2052","group_1090","NC_002945.4",100,633,0,0,1,633,1445169,1445801,0,1170
"2053","group_1092","NC_002945.4",100,486,0,0,1,486,1443360,1443845,0,898
"2054","group_1093","NC_002945.4",99.892,1845,2,0,1,1845,1441462,1443306,0,3397
"2055","group_1094","NC_002945.4",100,999,0,0,1,999,1440464,1441462,0,1845
"2056","canA","NC_002945.4",100,492,0,0,1,492,1439879,1440370,0,909
"2057","group_1096","NC_002945.4",100,876,0,0,1,876,1438698,1437823,0,1618
"2058","group_1097","NC_002945.4",100,1839,0,0,1,1839,1437826,1435988,0,3397
"2059","group_1098","NC_002945.4",100,2628,0,0,1,2628,1429969,1432596,0,4854
"2060","group_1099","NC_002945.4",100,1152,0,0,1,1152,1428821,1429972,0,2128
"2061","group_1100","NC_002945.4",100,507,0,0,1,507,1428499,1427993,0,937
"2062","lprC","NC_002945.4",100,543,0,0,1,543,1427306,1427848,0,1003
"2063","lprB","NC_002945.4",100,559,0,0,3,561,1426751,1427309,0,1033
"2064","group_1101","NC_002945.4",100,1845,0,0,1,1845,1424809,1422965,0,3408
"2065","group_1103","NC_002945.4",100,342,0,0,1,342,1422857,1422516,0,632
"2066","lprA","NC_002945.4",99.864,735,1,0,1,735,1422303,1421569,0,1352
"2067","group_1105","NC_002945.4",100,375,0,0,1,375,1421508,1421134,0,693
"2068","group_1108","NC_002945.4",100,975,0,0,1,975,3065872,3064898,0,1801
"2069","pptt","NC_002945.4",99.708,684,2,0,1,684,3064901,3064218,0,1253
"2070","group_3318","NC_002945.4",100,897,0,0,1,897,3064221,3063325,0,1657
"2071","group_1114","NC_002945.4",99.656,582,2,0,1,582,3063123,3062542,0,1064
"2072","group_1114","NC_002945.4",80.674,564,101,7,1,560,3296847,3296288,3.35e-121,431
"2073","group_3320","NC_002945.4",100,1380,0,0,1,1380,3062542,3061163,0,2549
"2074","group_3320","NC_002945.4",83.551,1380,209,14,10,1380,3296254,3294884,0,1275
"2075","group_3320","NC_002945.4",85.054,1104,161,4,1,1102,4243471,4242370,0,1122
"2076","group_3320","NC_002945.4",81.368,1374,233,23,19,1380,3156455,3155093,0,1098
"2077","group_3320","NC_002945.4",82.178,707,120,6,10,713,703270,703973,1.63e-172,603
"2078","group_3320","NC_002945.4",87.197,289,31,6,1095,1380,922410,922695,1.42e-88,324
"2079","group_3320","NC_002945.4",93.443,122,8,0,1259,1380,4242376,4242255,9.03e-46,182
"2080","fadE21","NC_002945.4",100,1233,0,0,1,1233,3059899,3058667,0,2278
"2081","group_3321","NC_002945.4",100,687,0,0,1,687,3057920,3058606,0,1269
"2082","group_3322","NC_002945.4",100,1764,0,0,1,1764,3056072,3057835,0,3258
"2083","ribF","NC_002945.4",100,975,0,0,1,975,3055840,3054866,0,1801
"2084","rpsO","NC_002945.4",100,270,0,0,1,270,3054709,3054440,4.03e-142,499
"2085","group_1116","NC_002945.4",100,516,0,0,1,516,3054427,3053912,0,953
"2086","group_3326","NC_002945.4",99.96,2475,1,0,1,2475,3053774,3051300,0,4566
"2087","group_3327","NC_002945.4",100,1317,0,0,1,1317,3051322,3050006,0,2433
"2088","aldb","NC_002945.4",100,720,0,0,1,720,3048177,3048896,0,1330
"2089","alda","NC_002945.4",100,399,0,0,1,399,3047782,3048180,0,737
"2090","group_3329","NC_002945.4",94.521,438,0,1,1,438,3047614,3047201,0,654
"2091","group_1121","NC_002945.4",100,471,0,0,1,471,3047169,3046699,0,870
"2092","group_3331","NC_002945.4",100,918,0,0,1,918,3046388,3045471,0,1696
"2093","group_3332","NC_002945.4",100,1077,0,0,1,1077,3045436,3044360,0,1989
"2094","group_1124","NC_002945.4",100,135,0,0,1,135,3043326,3043460,2.07e-67,250
"2095","group_1124","NC_002945.4",94.737,38,0,2,34,69,104038,104001,1.35e-09,58.4
"2096","group_1124","NC_002945.4",94.737,38,0,2,34,69,1778512,1778475,1.35e-09,58.4
"2097","group_1124","NC_002945.4",94.737,38,0,2,34,69,3836733,3836770,1.35e-09,58.4
"2098","group_3379","NC_002945.4",99.856,693,1,0,1,693,3043282,3042590,0,1275
"2099","group_3380","NC_002945.4",100,474,0,0,1,474,3042578,3042105,0,876
"2100","group_1125","NC_002945.4",100,105,0,0,1,105,3042108,3042004,7.27e-51,195
"2101","group_3382","NC_002945.4",100,453,0,0,1,453,3042019,3041567,0,837
"2102","group_3383","NC_002945.4",99.91,1107,1,0,1,1107,3041401,3040295,0,2039
"2103","PE27","NC_002945.4",100,828,0,0,1,828,3039971,3039144,0,1530
"2104","group_3385","NC_002945.4",100,1185,0,0,1,1185,3039064,3037880,0,2189
"2105","group_1127","NC_002945.4",100,783,0,0,1,783,3037356,3036574,0,1447
"2106","group_1129","NC_002945.4",100,738,0,0,1,738,3035622,3036359,0,1363
"2107","group_1131","NC_002945.4",100,801,0,0,1,801,3035466,3034666,0,1480
"2108","dfrA","NC_002945.4",100,486,0,0,1,486,3034601,3034116,0,898
"2109","group_3390","NC_002945.4",99.634,273,1,0,1,273,3033895,3033623,4.08e-142,499
"2110","group_3391","NC_002945.4",99.909,1095,1,0,1,1095,3033626,3032532,0,2017
"2111","vapb42","NC_002945.4",100,270,0,0,1,270,3032522,3032253,4.03e-142,499
"2112","group_3393","NC_002945.4",100,396,0,0,1,396,3032256,3031861,0,732
"2113","vapc21","NC_002945.4",100,417,0,0,1,417,3031572,3031156,0,771
"2114","group_3394","NC_002945.4",100,1623,0,0,1,1623,3031069,3029447,0,2998
"2115","thyx","NC_002945.4",100,753,0,0,1,753,3028931,3028179,0,1391
"2116","group_1134","NC_002945.4",100,903,0,0,1,903,3028110,3027208,0,1668
"2117","group_3397","NC_002945.4",100,891,0,0,1,891,3024624,3025514,0,1646
"2118","group_1135","NC_002945.4",100,819,0,0,1,819,3023802,3024620,0,1513
"2119","group_1135","NC_002945.4",97.297,37,1,0,281,317,789157,789193,2.01e-10,63.9
"2120","group_1136","NC_002945.4",100,315,0,0,1,315,3023491,3023805,4.59e-167,582
"2121","group_1137","NC_002945.4",100,2304,0,0,1,2304,3023144,3020841,0,4255
"2122","arga","NC_002945.4",100,495,0,0,1,495,3020278,3020772,0,915
"2123","group_3402","NC_002945.4",100,630,0,0,1,630,3020217,3019588,0,1164
"2124","clgr","NC_002945.4",100,339,0,0,1,339,3019517,3019179,2.26e-180,627
"2125","group_1141","NC_002945.4",99.877,813,1,0,1,813,3019049,3018237,0,1496
"2126","group_3404","NC_002945.4",100,405,0,0,1,405,3017005,3017409,0,749
"2127","group_3405","NC_002945.4",100,450,0,0,1,450,3014281,3014730,0,832
"2128","group_1147","NC_002945.4",100,1167,0,0,1,1167,3014237,3013071,0,2156
"2129","group_1149","NC_002945.4",100,207,0,0,1,207,3013060,3012854,3.16e-107,383
"2130","group_1150","NC_002945.4",100,2373,0,0,1,2373,3012472,3010100,0,4383
"2131","group_1151","NC_002945.4",100,537,0,0,1,537,3010146,3009610,0,992
"2132","group_3410","NC_002945.4",100,993,0,0,1,993,3009600,3008608,0,1834
"2133","group_1152","NC_002945.4",100,855,0,0,1,855,3007869,3008723,0,1580
"2134","group_1154","NC_002945.4",100,615,0,0,1,615,3006037,3005423,0,1136
"2135","group_3414","NC_002945.4",100,1353,0,0,1,1353,3004074,3005426,0,2499
"2136","group_3415","NC_002945.4",100,906,0,0,1,906,3003523,3002618,0,1674
"2137","group_1155","NC_002945.4",100,696,0,0,1,696,3002509,3001814,0,1286
"2138","group_1156","NC_002945.4",100,945,0,0,1,945,3001817,3000873,0,1746
"2139","group_1157","NC_002945.4",100,870,0,0,1,870,3000848,2999979,0,1607
"2140","group_3419","NC_002945.4",100,1488,0,0,1,1488,2999962,2998475,0,2748
"2141","group_1158","NC_002945.4",100,1194,0,0,1,1194,2995957,2997150,0,2206
"2142","group_1160","NC_002945.4",100,711,0,0,1,711,2992836,2993546,0,1314
"2143","group_3334","NC_002945.4",100,498,0,0,1,498,2992585,2992088,0,920
"2144","nrdr","NC_002945.4",100,465,0,0,1,465,2991925,2991461,0,859
"2145","group_1161","NC_002945.4",100,519,0,0,1,519,2991433,2990915,0,959
"2146","group_1162","NC_002945.4",100,687,0,0,1,687,2990220,2990906,0,1269
"2147","group_3338","NC_002945.4",100,1026,0,0,1,1026,2989146,2990171,0,1895
"2148","group_1164","NC_002945.4",100,975,0,0,1,975,2988113,2989087,0,1801
"2149","group_3340","NC_002945.4",100,1083,0,0,1,1083,2986400,2985318,0,2001
"2150","group_1166","NC_002945.4",100,693,0,0,1,693,2984613,2985305,0,1280
"2151","group_1168","NC_002945.4",99.691,972,3,0,1,972,2983509,2984480,0,1779
"2152","group_1170","NC_002945.4",100,447,0,0,1,447,2982887,2983333,0,826
"2153","group_1171","NC_002945.4",100,249,0,0,1,249,2982844,2982596,1.74e-130,460
"2154","group_1173","NC_002945.4",100,975,0,0,1,975,2981621,2982595,0,1801
"2155","group_3346","NC_002945.4",100,189,0,0,1,189,2981371,2981559,2.9e-97,350
"2156","group_1176","NC_002945.4",100,384,0,0,1,384,2981245,2980862,0,710
