"","first.start","first.end","second.X.start","second.X.end","first.names","second.ref_name","n_ref","gene_within_ref","query.width","ref.width","diff_starts","diff_ends","overlap","overlap_len","overlap_percent","n_gene","n_ref_corr","len_same","same_start","is_core","left_overlap","right_overlap","ref_gene_has_core","pseudo_status","seqid","source","type","start","end","score","strand","phase","attributes","Gene","Name"
"885",2193605,2193709,2193552,2194004,"group_1645","BQ2027_MB1981C",2,1,105,453,-53,399,"within",NA,1,1,2,0,0,0,53,-295,0,"gene within, multiple genes","LT708304.1","EMBL","gene",2193552,2194004,NA,"-",NA,"ID=gene-BQ2027_MB1981C;Name=lppG;gbkey=Gene;gene=lppG;gene_biotype=protein_coding;locus_tag=BQ2027_MB1981C","BQ2027_MB1981C","lppG"
"886",2194068,2194469,2194068,2194469,"group_2006","BQ2027_MB1982",1,1,402,402,0,401,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2194068,2194469,NA,"+",NA,"ID=gene-BQ2027_MB1982;Name=BQ2027_MB1982;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1982","BQ2027_MB1982","BQ2027_MB1982"
"887",2194758,2195108,2194758,2195108,"group_60","BQ2027_MB1983C",1,1,351,351,0,350,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2194758,2195108,NA,"-",NA,"ID=gene-BQ2027_MB1983C;Name=BQ2027_MB1983C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1983C","BQ2027_MB1983C","BQ2027_MB1983C"
"888",2195119,2196021,2195119,2196021,"group_1737","BQ2027_MB1984C",1,1,903,903,0,902,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2195119,2196021,NA,"-",NA,"ID=gene-BQ2027_MB1984C;Name=BQ2027_MB1984C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1984C","BQ2027_MB1984C","BQ2027_MB1984C"
"889",2196042,2196233,2196042,2196233,"group_1642","BQ2027_MB1985C",1,1,192,192,0,191,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2196042,2196233,NA,"-",NA,"ID=gene-BQ2027_MB1985C;Name=BQ2027_MB1985C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1985C","BQ2027_MB1985C","BQ2027_MB1985C"
"890",2196770,2196985,2196770,2196985,"group_2226","BQ2027_MB1987",2,1,216,216,0,215,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2196770,2196985,NA,"+",NA,"ID=gene-BQ2027_MB1987;Name=vapb14;gbkey=Gene;gene=vapb14;gene_biotype=protein_coding;locus_tag=BQ2027_MB1987","BQ2027_MB1987","vapb14"
"891",2196982,2197293,2196982,2197293,"group_900","BQ2027_MB1988",2,1,312,312,0,311,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2196982,2197293,NA,"+",NA,"ID=gene-BQ2027_MB1988;Name=vapc14;gbkey=Gene;gene=vapc14;gene_biotype=protein_coding;locus_tag=BQ2027_MB1988","BQ2027_MB1988","vapc14"
"892",2198182,2198631,2198182,2198631,"higA1","BQ2027_MB1991",2,1,450,450,0,449,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2198182,2198631,NA,"+",NA,"ID=gene-BQ2027_MB1991;Name=higa;gbkey=Gene;gene=higa;gene_biotype=protein_coding;locus_tag=BQ2027_MB1991","BQ2027_MB1991","higa"
"893",2198628,2199173,2198628,2199173,"secBL","BQ2027_MB1992",3,1,546,546,0,545,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2198628,2199173,NA,"+",NA,"ID=gene-BQ2027_MB1992;Name=secBL;gbkey=Gene;gene=secBL;gene_biotype=protein_coding;locus_tag=BQ2027_MB1992","BQ2027_MB1992","secBL"
"894",2199062,2199676,2199062,2199676,"group_458","BQ2027_MB1993C",2,1,615,615,0,614,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2199062,2199676,NA,"-",NA,"ID=gene-BQ2027_MB1993C;Name=BQ2027_MB1993C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1993C","BQ2027_MB1993C","BQ2027_MB1993C"
"895",2199725,2200021,2199725,2200021,"parE1","BQ2027_MB1994C",2,1,297,297,0,296,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2199725,2200021,NA,"-",NA,"ID=gene-BQ2027_MB1994C;Name=pare1;gbkey=Gene;gene=pare1;gene_biotype=protein_coding;locus_tag=BQ2027_MB1994C","BQ2027_MB1994C","pare1"
"896",2200409,2200750,2200256,2200750,"group_232","BQ2027_MB1996",3,1,342,495,-153,341,"within",NA,1,1,1,0,0,0,153,0,0,"pseudogene","LT708304.1","EMBL","gene",2200256,2200750,NA,"+",NA,"ID=gene-BQ2027_MB1996;Name=BQ2027_MB1996;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1996","BQ2027_MB1996","BQ2027_MB1996"
"897",2200910,2201317,2200910,2201317,"group_1966","BQ2027_MB1997C",1,1,408,408,0,407,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2200910,2201317,NA,"-",NA,"ID=gene-BQ2027_MB1997C;Name=vapc35;gbkey=Gene;gene=vapc35;gene_biotype=protein_coding;locus_tag=BQ2027_MB1997C","BQ2027_MB1997C","vapc35"
"898",2201321,2201593,2201321,2201593,"group_1492","BQ2027_MB1997A",1,1,273,273,0,272,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2201321,2201593,NA,"-",NA,"ID=gene-BQ2027_MB1997A;Name=vapB35;gbkey=Gene;gene=vapB35;gene_biotype=protein_coding;locus_tag=BQ2027_MB1997A","BQ2027_MB1997A","vapB35"
"899",2201626,2202846,2201626,2202846,"mce3R","BQ2027_MB1998C",1,1,1221,1221,0,1220,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2201626,2202846,NA,"-",NA,"ID=gene-BQ2027_MB1998C;Name=mce3r;gbkey=Gene;gene=mce3r;gene_biotype=protein_coding;locus_tag=BQ2027_MB1998C","BQ2027_MB1998C","mce3r"
"900",2204234,2205082,2204234,2205082,"group_1870","BQ2027_MB2000",2,1,849,849,0,848,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2204234,2205082,NA,"+",NA,"ID=gene-BQ2027_MB2000;Name=BQ2027_MB2000;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2000","BQ2027_MB2000","BQ2027_MB2000"
"901",2205045,2206490,2205045,2206490,"group_884","BQ2027_MB2001C",2,1,1446,1446,0,1445,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2205045,2206490,NA,"-",NA,"ID=gene-BQ2027_MB2001C;Name=BQ2027_MB2001C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2001C","BQ2027_MB2001C","BQ2027_MB2001C"
"902",2206669,2207355,2206669,2207355,"group_2284","BQ2027_MB2002C",2,1,687,687,0,686,"within",NA,1,1,2,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2206669,2207355,NA,"-",NA,"ID=gene-BQ2027_MB2002C;Name=mpt64;gbkey=Gene;gene=mpt64;gene_biotype=protein_coding;locus_tag=BQ2027_MB2002C","BQ2027_MB2002C","mpt64"
"903",2207546,2208514,2207546,2208514,"nrdF1","BQ2027_MB2003C",2,1,969,969,0,968,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2207546,2208514,NA,"-",NA,"ID=gene-BQ2027_MB2003C;Name=nrdF1;gbkey=Gene;gene=nrdF1;gene_biotype=protein_coding;locus_tag=BQ2027_MB2003C","BQ2027_MB2003C","nrdF1"
"904",2213337,2213936,2213337,2213936,"argO_1","BQ2027_MB2008",1,1,600,600,0,599,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2213337,2213936,NA,"+",NA,"ID=gene-BQ2027_MB2008;Name=BQ2027_MB2008;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2008","BQ2027_MB2008","BQ2027_MB2008"
"905",2215093,2215545,2215006,2215545,"ermD","BQ2027_MB2010",1,1,453,540,-87,452,"within",NA,1,1,1,0,0,0,87,0,0,"pseudogene","LT708304.1","EMBL","gene",2215006,2215545,NA,"+",NA,"ID=gene-BQ2027_MB2010;Name=erm(37);gbkey=Gene;gene=erm(37);gene_biotype=protein_coding;locus_tag=BQ2027_MB2010","BQ2027_MB2010","erm(37)"
"906",2216622,2216963,2216622,2216963,"group_233","BQ2027_MB2012C",2,1,342,342,0,341,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2216622,2216963,NA,"-",NA,"ID=gene-BQ2027_MB2012C;Name=BQ2027_MB2012C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2012C","BQ2027_MB2012C","BQ2027_MB2012C"
"907",2217207,2217542,2217207,2217542,"group_1572","BQ2027_MB2013C",2,1,336,336,0,335,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2217207,2217542,NA,"-",NA,"ID=gene-BQ2027_MB2013C;Name=BQ2027_MB2013C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2013C","BQ2027_MB2013C","BQ2027_MB2013C"
"908",2217631,2217975,2217631,2217975,"mazF6","BQ2027_MB2014C",2,1,345,345,0,344,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2217631,2217975,NA,"-",NA,"ID=gene-BQ2027_MB2014C;Name=mazf6;gbkey=Gene;gene=mazf6;gene_biotype=protein_coding;locus_tag=BQ2027_MB2014C","BQ2027_MB2014C","mazf6"
"909",2218317,2220632,2218317,2220632,"ctpG","BQ2027_MB2015C",2,1,2316,2316,0,2315,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2218317,2220632,NA,"-",NA,"ID=gene-BQ2027_MB2015C;Name=ctpG;gbkey=Gene;gene=ctpG;gene_biotype=protein_coding;locus_tag=BQ2027_MB2015C","BQ2027_MB2015C","ctpG"
"910",2220629,2220901,2220629,2220901,"group_1493","BQ2027_MB2016C",2,1,273,273,0,272,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2220629,2220901,NA,"-",NA,"ID=gene-BQ2027_MB2016C;Name=BQ2027_MB2016C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2016C","BQ2027_MB2016C","BQ2027_MB2016C"
"911",2122633,2123185,2122642,2123994,"group_814","BQ2027_MB1910",2,0,553,1353,9,1361,"left",543,0.981916817359855,1,2,0,0,0,-9,-809,0,"gene on one side ref","LT708304.1","EMBL","gene",2122642,2123994,NA,"+",NA,"ID=gene-BQ2027_MB1910;Name=glnA3;gbkey=Gene;gene=glnA3;gene_biotype=protein_coding;locus_tag=BQ2027_MB1910","BQ2027_MB1910","glnA3"
"912",2119000,2119443,2119000,2119443,"group_1692","BQ2027_MB1906",1,1,444,444,0,443,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2119000,2119443,NA,"+",NA,"ID=gene-BQ2027_MB1906;Name=BQ2027_MB1906;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1906","BQ2027_MB1906","BQ2027_MB1906"
"913",2116526,2117770,2116526,2117770,"lldD","BQ2027_MB1903C",1,1,1245,1245,0,1244,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2116526,2117770,NA,"-",NA,"ID=gene-BQ2027_MB1903C;Name=lldD2;gbkey=Gene;gene=lldD2;gene_biotype=protein_coding;locus_tag=BQ2027_MB1903C","BQ2027_MB1903C","lldD2"
"914",2115381,2116028,2115381,2116049,"group_1013","BQ2027_MB1901C",1,1,648,669,0,668,"within",NA,1,1,1,0,1,0,0,-21,0,"pseudogene","LT708304.1","EMBL","gene",2115381,2116049,NA,"-",NA,"ID=gene-BQ2027_MB1901C;Name=BQ2027_MB1901C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1901C","BQ2027_MB1901C","BQ2027_MB1901C"
"915",2111966,2114065,2111966,2114065,"group_308","BQ2027_MB1899",1,1,2100,2100,0,2099,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2111966,2114065,NA,"+",NA,"ID=gene-BQ2027_MB1899;Name=BQ2027_MB1899;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1899","BQ2027_MB1899","BQ2027_MB1899"
"916",2110383,2111867,2110383,2111867,"group_827","BQ2027_MB1898",1,1,1485,1485,0,1484,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2110383,2111867,NA,"+",NA,"ID=gene-BQ2027_MB1898;Name=BQ2027_MB1898;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1898","BQ2027_MB1898","BQ2027_MB1898"
"917",2106725,2107585,2106725,2107585,"ephD_2","BQ2027_MB1896C",2,1,861,861,0,860,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2106725,2107585,NA,"-",NA,"ID=gene-BQ2027_MB1896C;Name=BQ2027_MB1896C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1896C","BQ2027_MB1896C","BQ2027_MB1896C"
"918",2105973,2106728,2105973,2106728,"group_2121","BQ2027_MB1895C",3,1,756,756,0,755,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2105973,2106728,NA,"-",NA,"ID=gene-BQ2027_MB1895C;Name=BQ2027_MB1895C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1895C","BQ2027_MB1895C","BQ2027_MB1895C"
"919",2103783,2104088,2103783,2104088,"group_1328","BQ2027_MB1892",1,1,306,306,0,305,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2103783,2104088,NA,"+",NA,"ID=gene-BQ2027_MB1892;Name=BQ2027_MB1892;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1892","BQ2027_MB1892","BQ2027_MB1892"
"920",2102354,2103331,2102354,2103331,"apa","BQ2027_MB1891",1,1,978,978,0,977,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2102354,2103331,NA,"+",NA,"ID=gene-BQ2027_MB1891;Name=apa;gbkey=Gene;gene=apa;gene_biotype=protein_coding;locus_tag=BQ2027_MB1891","BQ2027_MB1891","apa"
"921",2101192,2102301,2101192,2102301,"modC","BQ2027_MB1890",1,1,1110,1110,0,1109,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2101192,2102301,NA,"+",NA,"ID=gene-BQ2027_MB1890;Name=modC;gbkey=Gene;gene=modC;gene_biotype=protein_coding;locus_tag=BQ2027_MB1890","BQ2027_MB1890","modC"
"922",2100391,2101185,2100391,2101185,"cysW_2","BQ2027_MB1889",1,1,795,795,0,794,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2100391,2101185,NA,"+",NA,"ID=gene-BQ2027_MB1889;Name=modB;gbkey=Gene;gene=modB;gene_biotype=protein_coding;locus_tag=BQ2027_MB1889","BQ2027_MB1889","modB"
"923",2098764,2099435,2098764,2099441,"group_2319","BQ2027_MB1887C",1,1,672,678,0,677,"within",NA,1,1,1,0,1,0,0,-6,0,"pseudogene","LT708304.1","EMBL","gene",2098764,2099441,NA,"-",NA,"ID=gene-BQ2027_MB1887C;Name=BQ2027_MB1887C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1887C","BQ2027_MB1887C","BQ2027_MB1887C"
"924",2097802,2098725,2097802,2098725,"fgd1_1","BQ2027_MB1886C",1,1,924,924,0,923,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2097802,2098725,NA,"-",NA,"ID=gene-BQ2027_MB1886C;Name=BQ2027_MB1886C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1886C","BQ2027_MB1886C","BQ2027_MB1886C"
"925",2096270,2097661,2096270,2097661,"group_941","BQ2027_MB1885C",1,1,1392,1392,0,1391,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2096270,2097661,NA,"-",NA,"ID=gene-BQ2027_MB1885C;Name=ndh;gbkey=Gene;gene=ndh;gene_biotype=protein_coding;locus_tag=BQ2027_MB1885C","BQ2027_MB1885C","ndh"
"926",2094959,2095633,2094959,2095633,"ureG","BQ2027_MB1883",2,1,675,675,0,674,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2094959,2095633,NA,"+",NA,"ID=gene-BQ2027_MB1883;Name=ureG;gbkey=Gene;gene=ureG;gene_biotype=protein_coding;locus_tag=BQ2027_MB1883","BQ2027_MB1883","ureG"
"927",2094313,2094948,2094313,2094948,"ureF","BQ2027_MB1882",2,1,636,636,0,635,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2094313,2094948,NA,"+",NA,"ID=gene-BQ2027_MB1882;Name=ureF;gbkey=Gene;gene=ureF;gene_biotype=protein_coding;locus_tag=BQ2027_MB1882","BQ2027_MB1882","ureF"
"928",2092580,2094313,2092580,2094313,"ureC","BQ2027_MB1881",3,1,1734,1734,0,1733,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2092580,2094313,NA,"+",NA,"ID=gene-BQ2027_MB1881;Name=ureC;gbkey=Gene;gene=ureC;gene_biotype=protein_coding;locus_tag=BQ2027_MB1881","BQ2027_MB1881","ureC"
"929",2092266,2092580,2092266,2092580,"ureB","BQ2027_MB1880",3,1,315,315,0,314,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2092266,2092580,NA,"+",NA,"ID=gene-BQ2027_MB1880;Name=ureB;gbkey=Gene;gene=ureB;gene_biotype=protein_coding;locus_tag=BQ2027_MB1880","BQ2027_MB1880","ureB"
"930",2091967,2092269,2091967,2092269,"ureA","BQ2027_MB1879",2,1,303,303,0,302,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2091967,2092269,NA,"+",NA,"ID=gene-BQ2027_MB1879;Name=ureA;gbkey=Gene;gene=ureA;gene_biotype=protein_coding;locus_tag=BQ2027_MB1879","BQ2027_MB1879","ureA"
"931",2090802,2091218,2090802,2091218,"blaI","BQ2027_MB1877C",1,1,417,417,0,416,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2090802,2091218,NA,"-",NA,"ID=gene-BQ2027_MB1877C;Name=blai;gbkey=Gene;gene=blai;gene_biotype=protein_coding;locus_tag=BQ2027_MB1877C","BQ2027_MB1877C","blai"
"932",2089837,2090787,2089837,2090787,"group_1616","BQ2027_MB1876C",1,1,951,951,0,950,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2089837,2090787,NA,"-",NA,"ID=gene-BQ2027_MB1876C;Name=blar;gbkey=Gene;gene=blar;gene_biotype=protein_coding;locus_tag=BQ2027_MB1876C","BQ2027_MB1876C","blar"
"933",2088357,2088566,2087690,2089747,"gnd","BQ2027_MB1875C",4,1,210,2058,-667,1390,"within",NA,1,1,3,0,0,0,667,-1181,0,"gene within, multiple genes","LT708304.1","EMBL","gene",2087690,2089747,NA,"-",NA,"ID=gene-BQ2027_MB1875C;Name=gnd1;gbkey=Gene;gene=gnd1;gene_biotype=protein_coding;locus_tag=BQ2027_MB1875C","BQ2027_MB1875C","gnd1"
"934",2085344,2086711,2085344,2086711,"group_987","BQ2027_MB1873C",2,1,1368,1368,0,1367,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2085344,2086711,NA,"-",NA,"ID=gene-BQ2027_MB1873C;Name=BQ2027_MB1873C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1873C","BQ2027_MB1873C","BQ2027_MB1873C"
"935",2084295,2085344,2084295,2085344,"group_1452","BQ2027_MB1872C",2,1,1050,1050,0,1049,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2084295,2085344,NA,"-",NA,"ID=gene-BQ2027_MB1872C;Name=BQ2027_MB1872C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1872C","BQ2027_MB1872C","BQ2027_MB1872C"
"936",2082410,2082673,2082410,2082673,"group_1595","BQ2027_MB1870C",2,1,264,264,0,263,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2082410,2082673,NA,"-",NA,"ID=gene-BQ2027_MB1870C;Name=vapb13;gbkey=Gene;gene=vapb13;gene_biotype=protein_coding;locus_tag=BQ2027_MB1870C","BQ2027_MB1870C","vapb13"
"937",2082018,2082413,2082018,2082413,"group_2061","BQ2027_MB1869C",2,1,396,396,0,395,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2082018,2082413,NA,"-",NA,"ID=gene-BQ2027_MB1869C;Name=vapc13;gbkey=Gene;gene=vapc13;gene_biotype=protein_coding;locus_tag=BQ2027_MB1869C","BQ2027_MB1869C","vapc13"
"938",2079517,2081742,2079517,2081742,"glcB","BQ2027_MB1868C",1,1,2226,2226,0,2225,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2079517,2081742,NA,"-",NA,"ID=gene-BQ2027_MB1868C;Name=glcB;gbkey=Gene;gene=glcB;gene_biotype=protein_coding;locus_tag=BQ2027_MB1868C","BQ2027_MB1868C","glcB"
"939",2077364,2079397,2077364,2079397,"group_327","BQ2027_MB1867C",1,1,2034,2034,0,2033,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2077364,2079397,NA,"-",NA,"ID=gene-BQ2027_MB1867C;Name=BQ2027_MB1867C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1867C","BQ2027_MB1867C","BQ2027_MB1867C"
"940",2074693,2075457,2074591,2075457,"dhmA2_1","BQ2027_MB1865",1,1,765,867,-102,764,"within",NA,1,1,1,0,0,0,102,0,0,"pseudogene","LT708304.1","EMBL","gene",2074591,2075457,NA,"+",NA,"ID=gene-BQ2027_MB1865;Name=lipz;gbkey=Gene;gene=lipz;gene_biotype=protein_coding;locus_tag=BQ2027_MB1865","BQ2027_MB1865","lipz"
"941",2073690,2074550,2073690,2074550,"dhmA2_2","BQ2027_MB1864C",1,1,861,861,0,860,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2073690,2074550,NA,"-",NA,"ID=gene-BQ2027_MB1864C;Name=BQ2027_MB1864C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1864C","BQ2027_MB1864C","BQ2027_MB1864C"
"942",2070638,2073463,2070638,2073463,"gcvP","BQ2027_MB1863",1,1,2826,2826,0,2825,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2070638,2073463,NA,"+",NA,"ID=gene-BQ2027_MB1863;Name=gcvB;gbkey=Gene;gene=gcvB;gene_biotype=protein_coding;locus_tag=BQ2027_MB1863","BQ2027_MB1863","gcvB"
"943",2070332,2070589,2070332,2070589,"group_1677","BQ2027_MB1862",1,1,258,258,0,257,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2070332,2070589,NA,"+",NA,"ID=gene-BQ2027_MB1862;Name=BQ2027_MB1862;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1862","BQ2027_MB1862","BQ2027_MB1862"
"944",2068816,2069310,2068816,2069310,"group_1381","BQ2027_MB1860",1,1,495,495,0,494,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2068816,2069310,NA,"+",NA,"ID=gene-BQ2027_MB1860;Name=BQ2027_MB1860;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1860","BQ2027_MB1860","BQ2027_MB1860"
"945",2067954,2068697,2067954,2068697,"group_2155","BQ2027_MB1859",2,1,744,744,0,743,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2067954,2068697,NA,"+",NA,"ID=gene-BQ2027_MB1859;Name=BQ2027_MB1859;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1859","BQ2027_MB1859","BQ2027_MB1859"
"946",2067469,2067957,2067469,2067957,"group_1420","BQ2027_MB1858",2,1,489,489,0,488,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2067469,2067957,NA,"+",NA,"ID=gene-BQ2027_MB1858;Name=garA;gbkey=Gene;gene=garA;gene_biotype=protein_coding;locus_tag=BQ2027_MB1858","BQ2027_MB1858","garA"
"947",2066825,2067229,2066825,2067229,"gcvH","BQ2027_MB1857",1,1,405,405,0,404,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2066825,2067229,NA,"+",NA,"ID=gene-BQ2027_MB1857;Name=gcvH;gbkey=Gene;gene=gcvH;gene_biotype=protein_coding;locus_tag=BQ2027_MB1857","BQ2027_MB1857","gcvH"
"948",2064569,2065498,2064575,2065498,"group_1656","BQ2027_MB1854",2,0,930,924,6,929,"left",923,0.99247311827957,1,1,0,0,0,-6,0,0,"gene spans ref","LT708304.1","EMBL","gene",2064575,2065498,NA,"+",NA,"ID=gene-BQ2027_MB1854;Name=BQ2027_MB1854;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1854","BQ2027_MB1854","BQ2027_MB1854"
"949",2061420,2063756,2061330,2063756,"secA2","BQ2027_MB1852",2,1,2337,2427,-90,2336,"within",NA,1,1,1,0,0,0,90,0,0,"pseudogene","LT708304.1","EMBL","gene",2061330,2063756,NA,"+",NA,"ID=gene-BQ2027_MB1852;Name=secA2;gbkey=Gene;gene=secA2;gene_biotype=protein_coding;locus_tag=BQ2027_MB1852","BQ2027_MB1852","secA2"
"950",2059672,2061315,2059672,2061315,"ilvG","BQ2027_MB1851",1,1,1644,1644,0,1643,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2059672,2061315,NA,"+",NA,"ID=gene-BQ2027_MB1851;Name=ilvG;gbkey=Gene;gene=ilvG;gene_biotype=protein_coding;locus_tag=BQ2027_MB1851","BQ2027_MB1851","ilvG"
"951",2053138,2053824,2053120,2053824,"group_2285","BQ2027_MB1846",1,1,687,705,-18,686,"within",NA,1,1,1,0,0,0,18,0,0,"pseudogene","LT708304.1","EMBL","gene",2053120,2053824,NA,"+",NA,"ID=gene-BQ2027_MB1846;Name=BQ2027_MB1846;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1846","BQ2027_MB1846","BQ2027_MB1846"
"952",2052392,2053057,2052392,2053057,"group_27","BQ2027_MB1845",1,1,666,666,0,665,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",2052392,2053057,NA,"+",NA,"ID=gene-BQ2027_MB1845;Name=BQ2027_MB1845;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB1845","BQ2027_MB1845","BQ2027_MB1845"
