qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
group_1847,NC_002945.4,100,423,0,0,1,423,1470158,1470580,0,782
atpC,NC_002945.4,100,366,0,0,1,366,1469773,1470138,0,676
atpD,NC_002945.4,100,1461,0,0,1,1461,1468299,1469759,0,2699
atpG,NC_002945.4,100,918,0,0,1,918,1467342,1468259,0,1696
atpA,NC_002945.4,100,1650,0,0,1,1650,1465686,1467335,0,3048
atpFH,NC_002945.4,99.925,1341,1,0,1,1341,1464301,1465641,0,2471
atpF,NC_002945.4,100,516,0,0,1,516,1463779,1464294,0,953
atpH,NC_002945.4,100,246,0,0,1,246,1463503,1463748,7.99E-129,455
atpB,NC_002945.4,100,753,0,0,1,753,1462702,1463454,0,1391
wecA,NC_002945.4,100,1215,0,0,1,1215,1460753,1461967,0,2244
group_136,NC_002945.4,100,654,0,0,1,654,1460016,1460669,0,1208
prfA,NC_002945.4,100,1074,0,0,1,1074,1457953,1459026,0,1984
rpmE,NC_002945.4,100,243,0,0,1,243,1457621,1457863,3.67E-127,449
rho,NC_002945.4,100,1809,0,0,1,1809,1455662,1457470,0,3341
thrB,NC_002945.4,100,951,0,0,1,951,1454455,1455405,0,1757
thrC,NC_002945.4,100,1083,0,0,1,1083,1453155,1454237,0,2001
hom,NC_002945.4,100,1326,0,0,1,1326,1451833,1453158,0,2449
lysA,NC_002945.4,100,1344,0,0,1,1344,1450486,1451829,0,2483
argS,NC_002945.4,100,1653,0,0,1,1653,1448837,1450489,0,3053
group_1573,NC_002945.4,100,336,0,0,1,336,1448292,1447957,1.04E-178,621
group_290,NC_002945.4,100,633,0,0,1,633,1445169,1445801,0,1170
group_1201,NC_002945.4,99.918,1218,1,0,1,1218,1443903,1445120,0,2244
group_1438,NC_002945.4,100,486,0,0,1,486,1443360,1443845,0,898
cysNC,NC_002945.4,99.892,1845,2,0,1,1845,1441462,1443306,0,3397
cysD,NC_002945.4,100,999,0,0,1,999,1440464,1441462,0,1845
mtcA1,NC_002945.4,100,492,0,0,1,492,1439879,1440370,0,909
group_1562,NC_002945.4,100,978,0,0,1,978,1439672,1438695,0,1807
group_1800,NC_002945.4,100,876,0,0,1,876,1438698,1437823,0,1618
group_428,NC_002945.4,100,1839,0,0,1,1839,1437826,1435988,0,3397
group_691,NC_002945.4,100,1587,0,0,1,1587,1432617,1434203,0,2931
group_183,NC_002945.4,100,2628,0,0,1,2628,1429969,1432596,0,4854
group_1305,NC_002945.4,100,1152,0,0,1,1152,1428821,1429972,0,2128
group_1317,NC_002945.4,100,507,0,0,1,507,1428499,1427993,0,937
group_1110,NC_002945.4,100,543,0,0,1,543,1427306,1427848,0,1003
lprB,NC_002945.4,100,558,0,0,1,558,1426752,1427309,0,1031
group_503,NC_002945.4,100,1749,0,0,1,1749,1426605,1424857,0,3230
group_1266,NC_002945.4,100,342,0,0,1,342,1422857,1422516,0,632
lprA,NC_002945.4,99.864,735,1,0,1,735,1422303,1421569,0,1352
group_2199,NC_002945.4,100,375,0,0,1,375,1421508,1421134,0,693
group_2254,NC_002945.4,100,699,0,0,1,699,1420911,1420213,0,1291
embR_1,NC_002945.4,100,1167,0,0,1,1167,1419902,1418736,0,2156
group_1269,NC_002945.4,100,555,0,0,1,555,1411650,1412204,0,1026
group_1233,NC_002945.4,100,1194,0,0,1,1194,1410158,1411351,0,2206
amiB2,NC_002945.4,100,1389,0,0,1,1389,1408695,1410083,0,2566
group_1759,NC_002945.4,100,435,0,0,1,435,1408636,1408202,0,804
group_1519,NC_002945.4,100,474,0,0,1,474,1408221,1407748,0,876
group_1936,NC_002945.4,100,825,0,0,1,825,1406505,1407329,0,1524
udgB,NC_002945.4,100,813,0,0,1,813,1405691,1406503,0,1502
tap,NC_002945.4,100,1260,0,0,1,1260,1405605,1404346,0,2327
group_1129,NC_002945.4,100,300,0,0,1,300,1404349,1404050,9.50E-159,555
group_1304,NC_002945.4,100,1152,0,0,1,1152,1402930,1404081,0,2128
deaD_1,NC_002945.4,100,1692,0,0,1,1692,1401242,1402933,0,3125
bmr3,NC_002945.4,100,1740,0,0,1,1740,1395451,1397190,0,3214
group_2028,NC_002945.4,99.873,789,1,0,1,789,1395254,1394466,0,1452
relE,NC_002945.4,100,294,0,0,1,294,1390250,1389957,2.01E-155,544
sadH_1,NC_002945.4,100,831,0,0,1,831,1389900,1389070,0,1535
group_1790,NC_002945.4,100,432,0,0,1,432,1385807,1386238,0,798
group_1529,NC_002945.4,100,270,0,0,1,270,1385541,1385810,4.03E-142,499
corA,NC_002945.4,99.909,1101,1,0,1,1101,1384314,1383214,0,2028
sugC,NC_002945.4,100,1182,0,0,1,1182,1381956,1383137,0,2183
sugB,NC_002945.4,100,849,0,0,1,849,1381103,1381951,0,1568
lpqY,NC_002945.4,100,1407,0,0,1,1407,1378796,1380202,0,2599
group_1197,NC_002945.4,100,528,0,0,1,528,1378248,1378775,0,976
group_1096,NC_002945.4,100,1308,0,0,1,1308,1377440,1376133,0,2416
group_1113,NC_002945.4,100,543,0,0,1,543,1376136,1375594,0,1003
group_1760,NC_002945.4,100,435,0,0,1,435,1371998,1371564,0,804
group_867,NC_002945.4,100,1464,0,0,1,1464,1371567,1370104,0,2704
hdpA,NC_002945.4,100,831,0,0,1,831,1369993,1369163,0,1535
tatB,NC_002945.4,100,396,0,0,1,396,1368735,1369130,0,732
group_707,NC_002945.4,100,1575,0,0,1,1575,1367159,1368733,0,2909
raaS,NC_002945.4,100,639,0,0,1,639,1364631,1363993,0,1181
group_1639,NC_002945.4,100,936,0,0,1,936,1364003,1363068,0,1729
group_613,NC_002945.4,100,1647,0,0,1,1647,1363071,1361425,0,3042
group_2315,NC_002945.4,100,675,0,0,1,675,1361416,1360742,0,1247
cocE_1,NC_002945.4,100,1686,0,0,1,1686,1360714,1359029,0,3114
group_430,NC_002945.4,98.498,333,0,1,1,333,1358895,1358568,4.87E-167,582
glgC,NC_002945.4,100,1215,0,0,1,1215,1357111,1358325,0,2244
group_1018,NC_002945.4,100,168,0,0,1,168,1355578,1355745,1.20E-85,311
tag,NC_002945.4,100,615,0,0,1,615,1354797,1355411,0,1136
group_2242,NC_002945.4,100,369,0,0,1,369,1354432,1354800,0,682
gpgS,NC_002945.4,100,975,0,0,1,975,1353419,1354393,0,1801
folP2,NC_002945.4,100,825,0,0,1,825,1352598,1353422,0,1524
menE_3,NC_002945.4,100,1794,0,0,1,1794,1350607,1352400,0,3314
log,NC_002945.4,100,564,0,0,1,564,1349994,1350557,0,1042
group_559,NC_002945.4,100,1689,0,0,1,1689,1349899,1348211,0,3120
group_763,NC_002945.4,100,585,0,0,1,585,1348180,1347596,0,1081
dapE_1,NC_002945.4,100,1065,0,0,1,1065,1346535,1347599,0,1967
dapD,NC_002945.4,99.899,987,1,0,1,987,1346477,1345491,0,1818
yhjE,NC_002945.4,100,1278,0,0,1,1278,1344217,1345494,0,2361
whiB1,NC_002945.4,100,255,0,0,1,255,3554722,3554976,8.26E-134,472
pdtaS,NC_002945.4,100,1506,0,0,1,1506,3556543,3555038,0,2782
group_1993,NC_002945.4,100,240,0,0,1,240,3556799,3556560,1.68E-125,444
rshA,NC_002945.4,100,306,0,0,1,306,3557365,3557060,4.48E-162,566
group_1350,NC_002945.4,100,552,0,0,1,552,3557913,3557362,0,1020
group_1350,NC_002945.4,90.055,181,15,1,375,552,2243763,2243583,3.45E-61,231
sigH,NC_002945.4,100,768,0,0,1,768,3558677,3557910,0,1419
group_1865,NC_002945.4,99.648,852,0,1,1,852,3558860,3559708,0,1554
group_2086,NC_002945.4,100,228,0,0,1,228,3560031,3559804,7.46E-119,422
group_903,NC_002945.4,100,1425,0,0,1,1425,3561449,3560025,0,2632
yedK,NC_002945.4,99.868,759,1,0,1,759,3562331,3561573,0,1397
aroA,NC_002945.4,100,1353,0,0,1,1353,3562386,3563738,0,2499
rsgA,NC_002945.4,100,993,0,0,1,993,3563735,3564727,0,1834
group_1320,NC_002945.4,100,1143,0,0,1,1143,3567263,3566121,0,2111
group_1294,NC_002945.4,99.608,510,2,0,1,510,3567882,3567373,0,931
group_709,NC_002945.4,100,1410,0,0,1,1410,3570199,3568790,0,2604
group_1351,NC_002945.4,100,552,0,0,1,552,3570400,3570951,0,1020
khtU,NC_002945.4,100,1158,0,0,1,1158,3572126,3570969,0,2139
amhM,NC_002945.4,100,483,0,0,1,483,3572613,3572131,0,893
mddA,NC_002945.4,100,735,0,0,1,735,3573408,3572674,0,1358
secA1,NC_002945.4,100,2898,0,0,1,2898,3579589,3576692,0,5352
hpf,NC_002945.4,100,660,0,0,1,660,3580279,3579620,0,1219
group_1892,NC_002945.4,100,843,0,0,1,843,3582101,3581259,0,1557
lpqB,NC_002945.4,99.943,1752,1,0,1,1752,3583920,3582169,0,3230
mtrB,NC_002945.4,100,1704,0,0,1,1704,3585623,3583920,0,3147
tmk,NC_002945.4,100,645,0,0,1,645,3587073,3586429,0,1192
ahcY,NC_002945.4,99.933,1488,1,0,1,1488,3588657,3587170,0,2743
group_1272,NC_002945.4,100,636,0,0,1,636,3589397,3588762,0,1175
rubA,NC_002945.4,100,183,0,0,1,183,3589576,3589394,6.09E-94,339
alkG,NC_002945.4,100,171,0,0,1,171,3589751,3589581,2.64E-87,316
alkB,NC_002945.4,100,1251,0,0,1,1251,3590998,3589748,0,2311
yhdG_2,NC_002945.4,100,1488,0,0,1,1488,3592594,3591107,0,2748
group_927,NC_002945.4,100,1389,0,0,1,1389,3592685,3594073,0,2566
manA,NC_002945.4,100,1227,0,0,1,1227,3595277,3594051,0,2266
group_1472,NC_002945.4,100,1041,0,0,1,1041,3596325,3595285,0,1923
algC,NC_002945.4,100,1398,0,0,1,1398,3597719,3596322,0,2582
group_1397,NC_002945.4,100,492,0,0,1,492,3598312,3597821,0,909
group_1881,NC_002945.4,100,420,0,0,1,420,3598435,3598854,0,776
whiB,NC_002945.4,99.731,372,1,0,1,372,3599253,3598882,0,682
fbiA,NC_002945.4,100,996,0,0,1,996,3599553,3600548,0,1840
fbiB,NC_002945.4,100,1347,0,0,1,1347,3600545,3601891,0,2488
wbbL,NC_002945.4,100,912,0,0,1,912,3605900,3604989,0,1685
lcpA_1,NC_002945.4,100,1494,0,0,1,1494,3606886,3608379,0,2760
group_2157,NC_002945.4,100,741,0,0,1,741,3608367,3609107,0,1369
group_1374,NC_002945.4,100,282,0,0,1,282,3609232,3609513,9.01E-149,521
ctpC,NC_002945.4,100,2157,0,0,1,2157,3609524,3611680,0,3984
group_2,NC_002945.4,100,669,0,0,1,669,3612345,3611677,0,1236
group_1246,NC_002945.4,100,1185,0,0,1,1185,3612446,3613630,0,2189
group_1208,NC_002945.4,100,2271,0,0,1,2271,3613659,3615929,0,4194
group_1271,NC_002945.4,100,1170,0,0,1,1170,3617087,3615918,0,2161
purE,NC_002945.4,100,525,0,0,1,525,3617636,3617112,0,970
purK,NC_002945.4,100,1227,0,0,1,1227,3618859,3617633,0,2266
purK,NC_002945.4,95.652,69,2,1,1153,1221,3034048,3034115,3.84E-24,110
purK,NC_002945.4,94.286,70,4,0,1152,1221,2441841,2441910,1.38E-23,108
purK,NC_002945.4,93.22,59,4,0,1155,1213,644046,643988,1.80E-17,87.9
purK,NC_002945.4,100,30,0,0,1198,1227,154344,154373,5.07E-08,56.5
purK,NC_002945.4,100,30,0,0,1198,1227,154397,154426,5.07E-08,56.5
group_1958,NC_002945.4,100,819,0,0,1,819,3618876,3619694,0,1513
group_1242,NC_002945.4,100,519,0,0,1,519,3620167,3619649,0,959
birA,NC_002945.4,100,801,0,0,1,801,3621010,3620210,0,1480
accD5_2,NC_002945.4,100,1674,0,0,1,1674,3621033,3622706,0,3092
group_3,NC_002945.4,100,669,0,0,1,669,3623154,3623822,0,1236
group_1791,NC_002945.4,100,432,0,0,1,432,3624753,3625184,0,798
carB_1,NC_002945.4,99.945,1803,1,0,1,1803,3625292,3627094,0,3325
rsbW,NC_002945.4,99.32,441,0,1,1,441,3628323,3627886,0,795
group_915,NC_002945.4,100,312,0,0,1,312,3628832,3628521,2.11E-165,577
group_1629,NC_002945.4,100,453,0,0,1,453,3631232,3630780,0,837
group_1159,NC_002945.4,99.92,1248,1,0,1,1248,3631263,3632510,0,2300
gabD,NC_002945.4,100,1485,0,0,1,1485,3632537,3634021,0,2743
nei1_2,NC_002945.4,100,768,0,0,1,768,3640255,3641022,0,1419
group_1746,NC_002945.4,100,900,0,0,1,900,3641944,3641045,0,1663
group_142,NC_002945.4,100,2910,0,0,1,2910,3644895,3641986,0,5374
group_1690,NC_002945.4,99.782,918,2,0,1,918,3645835,3644918,0,1685
phoU1,NC_002945.4,100,666,0,0,1,666,3646512,3645847,0,1230
glpD2,NC_002945.4,100,1758,0,0,1,1758,3648377,3646620,0,3247
group_624,NC_002945.4,100,600,0,0,1,600,3649956,3650555,0,1109
group_624,NC_002945.4,86.076,79,9,2,1,78,3649898,3649975,1.12E-16,84.2
scmP,NC_002945.4,100,1170,0,0,1,1170,3651743,3650574,0,2161
punA,NC_002945.4,100,807,0,0,1,807,3652989,3653795,0,1491
group_658,NC_002945.4,100,1605,0,0,1,1605,3653799,3655403,0,2964
sapM,NC_002945.4,100,900,0,0,1,900,3656133,3657032,0,1663
group_1142,NC_002945.4,100,1263,0,0,1,1263,3657056,3658318,0,2333
group_949,NC_002945.4,100,171,0,0,1,171,3659461,3659291,2.64E-87,316
mtp,NC_002945.4,100,312,0,0,1,312,3659951,3659640,2.11E-165,577
add,NC_002945.4,100,1098,0,0,1,1098,3661119,3660022,0,2028
deoA,NC_002945.4,99.922,1284,1,0,1,1284,3662402,3661119,0,2366
sdhC,NC_002945.4,100,339,0,0,1,339,3663037,3663375,2.26E-180,627
group_1761,NC_002945.4,100,435,0,0,1,435,3663372,3663806,0,804
sdhA_2,NC_002945.4,100,1773,0,0,1,1773,3663935,3665707,0,3275
sdhB,NC_002945.4,100,792,0,0,1,792,3665707,3666498,0,1463
group_1811,NC_002945.4,100,429,0,0,1,429,3667005,3666577,0,793
group_1903,NC_002945.4,99.588,243,1,0,1,243,3667251,3667009,1.71E-125,444
group_30,NC_002945.4,100,666,0,0,1,666,3668649,3667984,0,1230
moaC1_1,NC_002945.4,100,534,0,0,1,534,3669183,3668650,0,987
group_2200,NC_002945.4,100,375,0,0,1,375,3669554,3669180,0,693
group_1742,NC_002945.4,100,438,0,0,1,438,3673037,3672600,0,809
group_1970,NC_002945.4,100,813,0,0,1,813,3079186,3079998,0,1502
group_1872,NC_002945.4,100,609,0,0,1,609,3077103,3077711,0,1125
group_1872,NC_002945.4,83.565,359,59,0,250,608,4157430,4157072,7.88E-93,337
group_1887,NC_002945.4,99.359,312,2,0,1,312,3076372,3076683,4.58E-162,566
group_1307,NC_002945.4,100,1152,0,0,1,1152,3074625,3075776,0,2128
group_1307,NC_002945.4,87.726,277,34,0,1,277,3073867,3074143,1.18E-88,324
group_2231,NC_002945.4,100,192,0,0,1,192,3074232,3074423,6.34E-99,355
group_1793,NC_002945.4,100,432,0,0,1,432,3073804,3074235,0,798
group_1793,NC_002945.4,87.5,296,37,0,45,340,3074606,3074901,1.18E-94,342
group_1678,NC_002945.4,100,258,0,0,1,258,3073686,3073429,1.80E-135,477
group_1551,NC_002945.4,100,468,0,0,1,468,3072786,3073253,0,865
group_1510,NC_002945.4,100,1017,0,0,1,1017,3072760,3071744,0,1879
mazF9,NC_002945.4,100,354,0,0,1,354,3071484,3071131,0,654
cocE_2,NC_002945.4,99.939,1650,1,0,1,1650,3069380,3071029,0,3042
group_2039,NC_002945.4,100,327,0,0,1,327,3068598,3068272,1.02E-173,604
group_1909,NC_002945.4,99.941,1689,1,0,1,1689,3068268,3066580,0,3114
group_1566,NC_002945.4,100,975,0,0,1,975,3065872,3064898,0,1801
npt,NC_002945.4,99.708,684,2,0,1,684,3064901,3064218,0,1253
group_76,NC_002945.4,99.656,582,2,0,1,582,3063123,3062542,0,1064
group_76,NC_002945.4,80.674,564,101,7,1,560,3296847,3296288,3.35E-121,431
group_985,NC_002945.4,100,1380,0,0,1,1380,3062542,3061163,0,2549
group_985,NC_002945.4,83.551,1380,209,14,10,1380,3296254,3294884,0,1275
group_985,NC_002945.4,85.054,1104,161,4,1,1102,4243471,4242370,0,1122
group_985,NC_002945.4,81.368,1374,233,23,19,1380,3156455,3155093,0,1098
group_985,NC_002945.4,82.178,707,120,6,10,713,703270,703973,1.63E-172,603
group_985,NC_002945.4,87.197,289,31,6,1095,1380,922410,922695,1.42E-88,324
group_985,NC_002945.4,93.443,122,8,0,1259,1380,4242376,4242255,9.03E-46,182
mmgC_4,NC_002945.4,100,1233,0,0,1,1233,3059899,3058667,0,2278
mntR,NC_002945.4,100,687,0,0,1,687,3057920,3058606,0,1269
group_484,NC_002945.4,100,1764,0,0,1,1764,3056072,3057835,0,3258
rpsO,NC_002945.4,100,270,0,0,1,270,3054709,3054440,4.03E-142,499
group_2210,NC_002945.4,100,516,0,0,1,516,3054427,3053912,0,953
group_1080,NC_002945.4,100,1317,0,0,1,1317,3051322,3050006,0,2433
nmoA,NC_002945.4,100,1035,0,0,1,1035,3049945,3048911,0,1912
group_2037,NC_002945.4,100,399,0,0,1,399,3047782,3048180,0,737
group_1417,NC_002945.4,100,135,0,0,1,135,3043326,3043460,2.07E-67,250
group_1417,NC_002945.4,94.737,38,0,2,34,69,104038,104001,1.35E-09,58.4
group_1417,NC_002945.4,94.737,38,0,2,34,69,1778512,1778475,1.35E-09,58.4
group_1417,NC_002945.4,94.737,38,0,2,34,69,3836733,3836770,1.35E-09,58.4
group_1524,NC_002945.4,100,474,0,0,1,474,3042578,3042105,0,876
group_1960,NC_002945.4,100,105,0,0,1,105,3042108,3042004,7.27E-51,195
group_1630,NC_002945.4,100,453,0,0,1,453,3042019,3041567,0,837
group_1931,NC_002945.4,100,828,0,0,1,828,3039971,3039144,0,1530
group_1250,NC_002945.4,100,1185,0,0,1,1185,3039064,3037880,0,2189
baiA,NC_002945.4,100,783,0,0,1,783,3037356,3036574,0,1447
group_2167,NC_002945.4,100,738,0,0,1,738,3035622,3036359,0,1363
thyA,NC_002945.4,100,801,0,0,1,801,3035466,3034666,0,1480
folA,NC_002945.4,100,486,0,0,1,486,3034601,3034116,0,898
group_1498,NC_002945.4,99.634,273,1,0,1,273,3033895,3033623,4.08E-142,499
group_1388,NC_002945.4,99.909,1095,1,0,1,1095,3033626,3032532,0,2017
group_1531,NC_002945.4,100,270,0,0,1,270,3032522,3032253,4.03E-142,499
group_1256,NC_002945.4,100,396,0,0,1,396,3032256,3031861,0,732
group_1703,NC_002945.4,100,417,0,0,1,417,3031572,3031156,0,771
group_636,NC_002945.4,100,1623,0,0,1,1623,3031069,3029447,0,2998
thyX,NC_002945.4,100,753,0,0,1,753,3028931,3028179,0,1391
dapA_1,NC_002945.4,100,912,0,0,1,912,3028119,3027208,0,1685
rnj,NC_002945.4,100,1677,0,0,1,1677,3027177,3025501,0,3097
group_1753,NC_002945.4,100,891,0,0,1,891,3024624,3025514,0,1646
group_1959,NC_002945.4,100,819,0,0,1,819,3023802,3024620,0,1513
group_1959,NC_002945.4,97.297,37,1,0,281,317,789157,789193,2.01E-10,63.9
group_493,NC_002945.4,100,315,0,0,1,315,3023491,3023805,4.59E-167,582
argA,NC_002945.4,100,495,0,0,1,495,3020278,3020772,0,915
pgsA,NC_002945.4,100,630,0,0,1,630,3020217,3019588,0,1164
clgR,NC_002945.4,100,339,0,0,1,339,3019517,3019179,2.26E-180,627
group_1971,NC_002945.4,99.877,813,1,0,1,813,3019049,3018237,0,1496
group_1984,NC_002945.4,100,405,0,0,1,405,3017005,3017409,0,749
ephG,NC_002945.4,100,450,0,0,1,450,3014281,3014730,0,832
rebG,NC_002945.4,100,1167,0,0,1,1167,3014237,3013071,0,2156
group_2304,NC_002945.4,100,207,0,0,1,207,3013060,3012854,3.16E-107,383
recA,NC_002945.4,100,2373,0,0,1,2373,3012472,3010100,0,4383
recX,NC_002945.4,100,537,0,0,1,537,3010146,3009610,0,992
group_1545,NC_002945.4,100,993,0,0,1,993,3009600,3008608,0,1834
group_1860,NC_002945.4,100,855,0,0,1,855,3007869,3008723,0,1580
miaB,NC_002945.4,100,1539,0,0,1,1539,3007572,3006034,0,2843
group_1748,NC_002945.4,100,615,0,0,1,615,3006037,3005423,0,1136
group_1730,NC_002945.4,100,906,0,0,1,906,3003523,3002618,0,1674
group_2260,NC_002945.4,100,696,0,0,1,696,3002509,3001814,0,1286
miaA,NC_002945.4,100,945,0,0,1,945,3001817,3000873,0,1746
dapF,NC_002945.4,100,870,0,0,1,870,3000848,2999979,0,1607
mmgC_5,NC_002945.4,99.914,1161,1,0,1,1161,2998339,2997179,0,2139
group_1234,NC_002945.4,100,1194,0,0,1,1194,2995957,2997150,0,2206
group_312,NC_002945.4,100,2100,0,0,1,2100,2995667,2993568,0,3879
lexA,NC_002945.4,100,711,0,0,1,711,2992836,2993546,0,1314
group_1368,NC_002945.4,100,498,0,0,1,498,2992585,2992088,0,920
nrdR,NC_002945.4,100,465,0,0,1,465,2991925,2991461,0,859
group_1243,NC_002945.4,100,519,0,0,1,519,2991433,2990915,0,959
group_2286,NC_002945.4,100,687,0,0,1,687,2990220,2990906,0,1269
group_1497,NC_002945.4,100,1026,0,0,1,1026,2989146,2990171,0,1895
group_1567,NC_002945.4,100,975,0,0,1,975,2988113,2989087,0,1801
sthA_2,NC_002945.4,100,1416,0,0,1,1416,2986480,2987895,0,2615
group_906,NC_002945.4,100,1083,0,0,1,1083,2986400,2985318,0,2001
ideR,NC_002945.4,100,693,0,0,1,693,2984613,2985305,0,1280
sigB,NC_002945.4,99.691,972,3,0,1,972,2983509,2984480,0,1779
group_1661,NC_002945.4,100,447,0,0,1,447,2982887,2983333,0,826
group_1568,NC_002945.4,100,975,0,0,1,975,2981621,2982595,0,1801
group_1841,NC_002945.4,100,189,0,0,1,189,2981371,2981559,2.90E-97,350
group_2151,NC_002945.4,100,384,0,0,1,384,2981245,2980862,0,710
sigA,NC_002945.4,100,1587,0,0,1,1587,2978883,2980469,0,2931
ppgK,NC_002945.4,100,798,0,0,1,798,2977906,2978703,0,1474
dut,NC_002945.4,100,465,0,0,1,465,2975195,2974731,0,859
group_155,NC_002945.4,100,780,0,0,1,780,2974656,2973877,0,1441
group_2237,NC_002945.4,100,708,0,0,1,708,2972964,2973671,0,1308
group_2243,NC_002945.4,100,369,0,0,1,369,2972815,2972447,0,682
group_2320,NC_002945.4,100,672,0,0,1,672,2972416,2971745,0,1242
trkA_2,NC_002945.4,100,684,0,0,1,684,2970392,2971075,0,1264
group_1532,NC_002945.4,100,270,0,0,1,270,3447259,3446990,4.03E-142,499
group_62,NC_002945.4,100,351,0,0,1,351,3451702,3451352,0,649
tgs1,NC_002945.4,100,1392,0,0,1,1392,3454550,3453159,0,2571
group_1542,NC_002945.4,100,999,0,0,1,999,3454735,3455733,0,1845
devS,NC_002945.4,100,1737,0,0,1,1737,3457449,3455713,0,3208
devR,NC_002945.4,100,654,0,0,1,654,3458099,3457446,0,1208
group_1980,NC_002945.4,100,807,0,0,1,807,3458933,3458127,0,1491
group_1321,NC_002945.4,100,1143,0,0,1,1143,3461315,3462457,0,2111
hisN,NC_002945.4,100,783,0,0,1,783,3462914,3463696,0,1447
caiA_2,NC_002945.4,100,1407,0,0,1,1407,3464884,3466290,0,2599
caiA_3,NC_002945.4,100,1206,0,0,1,1206,3466311,3467516,0,2228
group_1812,NC_002945.4,99.767,429,1,0,1,429,3469067,3468639,0,787
ndhC,NC_002945.4,100,492,0,0,1,492,3471098,3471589,0,909
nuoB,NC_002945.4,99.82,555,1,0,1,555,3471598,3472152,0,1020
nuoC,NC_002945.4,100,711,0,0,1,711,3472149,3472859,0,1314
nuoD,NC_002945.4,100,1323,0,0,1,1323,3472859,3474181,0,2444
nuoE,NC_002945.4,100,759,0,0,1,759,3474178,3474936,0,1402
nuoF,NC_002945.4,99.925,1338,1,0,1,1338,3474933,3476270,0,2466
nuoH,NC_002945.4,100,1233,0,0,1,1233,3478803,3480035,0,2278
nuoI,NC_002945.4,100,636,0,0,1,636,3480028,3480663,0,1175
group_2029,NC_002945.4,100,789,0,0,1,789,3480660,3481448,0,1458
group_1133,NC_002945.4,100,300,0,0,1,300,3481445,3481744,9.50E-159,555
nuoL,NC_002945.4,99.895,1902,2,0,1,1902,3481755,3483656,0,3502
nuoM,NC_002945.4,99.94,1665,1,0,1,1665,3483650,3485314,0,3070
nuoM,NC_002945.4,94.286,35,2,0,362,396,3531520,3531554,2.49E-07,54.7
nuoN,NC_002945.4,99.937,1596,1,0,1,1596,3485311,3486906,0,2942
yeaW,NC_002945.4,100,1158,0,0,1,1158,3492811,3491654,0,2139
ravA,NC_002945.4,99.896,963,1,0,1,963,3495568,3494606,0,1773
group_1462,NC_002945.4,100,483,0,0,1,483,3496058,3495576,0,893
group_1603,NC_002945.4,100,960,0,0,1,960,3497014,3496055,0,1773
group_1487,NC_002945.4,100,627,0,0,1,627,3497720,3497094,0,1158
group_1325,NC_002945.4,99.912,1137,1,0,1,1137,3497765,3498901,0,2095
group_1349,NC_002945.4,100,1125,0,0,1,1125,3498901,3500025,0,2078
rutD_1,NC_002945.4,100,972,0,0,1,972,3502480,3501509,0,1796
group_2020,NC_002945.4,100,603,0,0,1,603,3503708,3503106,0,1114
group_2238,NC_002945.4,100,708,0,0,1,708,3503801,3504508,0,1308
aam,NC_002945.4,100,1488,0,0,1,1488,3504523,3506010,0,2748
dhaA_1,NC_002945.4,100,627,0,0,1,627,3506962,3506336,0,1158
bpoC_2,NC_002945.4,100,861,0,0,1,861,3507109,3507969,0,1591
group_1114,NC_002945.4,99.922,1290,1,0,1,1290,3509280,3510569,0,2377
group_1762,NC_002945.4,99.77,435,1,0,1,435,3511350,3510916,0,798
higB2_1,NC_002945.4,100,339,0,0,1,339,3512042,3512380,2.26E-180,627
higA2_1,NC_002945.4,100,324,0,0,1,324,3512383,3512706,4.70E-172,599
group_904,NC_002945.4,100,348,0,0,1,348,3513244,3513591,0,643
group_1626,NC_002945.4,100,621,0,0,1,621,3513588,3514208,0,1147
group_1140,NC_002945.4,100,1266,0,0,1,1266,3515633,3514368,0,2338
group_2279,NC_002945.4,100,210,0,0,1,210,3515801,3516010,6.91E-109,388
group_2068,NC_002945.4,100,186,0,0,1,186,3516045,3516230,1.33E-95,344
group_1565,NC_002945.4,100,465,0,0,1,465,3518506,3518970,0,859
ylbL,NC_002945.4,100,999,0,0,1,999,3523208,3522210,0,1845
group_909,NC_002945.4,100,174,0,0,1,174,3525815,3525642,5.79E-89,322
ubiB,NC_002945.4,100,1344,0,0,1,1344,3525980,3527323,0,2483
whiB7,NC_002945.4,100,291,0,0,1,291,3527647,3527357,9.26E-154,538
group_1537,NC_002945.4,100,123,0,0,1,123,3527913,3527791,8.68E-61,228
group_1723,NC_002945.4,100,255,0,0,1,255,3530291,3530545,8.26E-134,472
nudC,NC_002945.4,100,942,0,0,1,942,3531499,3530558,0,1740
kefC,NC_002945.4,100,1068,0,0,1,1068,3532625,3531558,0,1973
rep_1,NC_002945.4,100,3306,0,0,1,3306,3535992,3532687,0,6106
group_2278,NC_002945.4,100,210,0,0,1,210,3539242,3539451,6.91E-109,388
atl,NC_002945.4,100,306,0,0,1,306,3540270,3540575,4.48E-162,566
group_1797,NC_002945.4,100,879,0,0,1,879,3541460,3540582,0,1624
moeZ_1,NC_002945.4,99.746,1179,0,1,1,1179,3542662,3541487,0,2158
group_1552,NC_002945.4,100,987,0,0,1,987,3543739,3542753,0,1823
betI_3,NC_002945.4,100,687,0,0,1,687,3543956,3544642,0,1269
group_1286,NC_002945.4,100,288,0,0,1,288,3544916,3544629,4.26E-152,532
