"","Gene","No..isolates"
"1327","group_1383",851
"1328","group_1382",851
"1329","hemY",851
"1330","betA",851
"1331","group_1380",851
"1332","group_1379",851
"1333","group_1377",851
"1334","group_1376",851
"1335","spmT_2~~~spmT~~~spmT_1",851
"1336","group_1374",851
"1337","nucS",851
"1338","group_1373",851
"1339","group_1372",851
"1340","group_1371",851
"1341","group_1370",851
"1342","gpgP",851
"1343","rplD",851
"1344","hcaB_1",851
"1345","mshB_1",851
"1346","group_1369",851
"1347","group_1368",851
"1348","rpsM",851
"1349","group_1367",851
"1350","group_1366",851
"1351","trxC_1",851
"1352","group_1365",851
"1353","rpsL",851
"1354","cyoE~~~ctaB",851
"1355","styD",851
"1356","mak",851
"1357","group_1362",851
"1358","group_1361",851
"1359","group_1360",851
"1360","fprA",851
"1361","group_1359",851
"1362","group_1358",851
"1363","smc",851
"1364","group_1357",851
"1365","pdxH",851
"1366","group_1356",851
"1367","group_1355",851
"1368","ponA1_2~~~mtgA",851
"1369","crp",851
"1370","group_1354",851
"1371","deoC",851
"1372","purQ",851
"1373","group_1353",851
"1374","bioA",851
"1375","group_1352",851
"1376","metE",851
"1377","ctpI_2~~~ctpI_1",851
"1378","gadA",851
"1379","group_1349",851
"1380","group_1348",851
"1381","bauC",851
"1382","pyk",851
"1383","group_1347",851
"1384","dprE1",851
"1385","group_1345",851
"1386","group_1344",851
"1387","mycP3",851
"1388","betI_3",851
"1389","aroG",851
"1390","amiB2",851
"1391","group_1342",851
"1392","hemL",851
"1393","group_1340",851
"1394","rpsZ",851
"1395","group_1339",851
"1396","pknD_2~~~pknD_3~~~pknD_1",851
"1397","mdh",851
"1398","group_1338",851
"1399","der",851
"1400","eccD3",851
"1401","relA",851
"1402","nth",851
"1403","bioD",851
"1404","group_1335",851
"1405","group_1334",851
"1406","lpdC",851
"1407","nnr",851
"1408","group_1333",851
"1409","group_1332",851
"1410","group_1331",851
"1411","group_1330",851
"1412","group_1329",851
"1413","apxIB~~~cydD",851
"1414","group_1328",851
"1415","group_1326",851
"1416","tig",851
"1417","zwf1",851
"1418","group_1324",851
"1419","jefA_1~~~jefA_2~~~ribZ~~~stp_2~~~~~~mdtD_3~~~mdtD_2~~~mdtD_4",851
"1420","arsR1",851
"1421","group_1323",851
"1422","group_1322",851
"1423","group_1321",851
"1424","regX3",851
"1425","hspR",851
"1426","lppM",851
"1427","group_1320",851
"1428","group_1319",851
"1429","npt",851
"1430","trkA_1",851
"1431","group_1318",851
"1432","group_1317",851
"1433","group_1315",851
"1434","group_1314",851
"1435","hemA",851
"1436","rsfS",851
"1437","cysS",851
"1438","group_1313",851
"1439","prrB",851
"1440","group_1312",851
"1441","group_1311",851
"1442","group_1310",851
"1443","group_1309",851
"1444","group_1308",851
"1445","group_1307",851
"1446","argH",851
"1447","mftF",851
"1448","glgB",851
"1449","group_1305",851
"1450","group_1304",851
"1451","group_1303",851
"1452","group_1302",851
"1453","group_1301",851
"1454","vapC9_1",851
"1455","group_1300",851
"1456","purB",851
"1457","cysE",851
"1458","group_1298",851
"1459","rpe",851
"1460","ftsE",851
"1461","group_1297",851
"1462","pnbA_1",851
"1463","group_1295",851
"1464","group_1294",851
"1465","group_1293",851
"1466","group_1292",851
"1467","pks1_2~~~pks1_1",851
"1468","group_1290",851
"1469","lcfB_4",851
"1470","thi4",851
"1471","amiC",851
"1472","accD6",851
"1473","tgs4",851
"1474","fumC",851
"1475","ramB",851
"1476","group_1286",851
"1477","menA",851
"1478","pbpB",851
"1479","pheT",851
"1480","group_1285",851
"1481","ppsB",851
"1482","ppsD_2~~~ppsD_1~~~~~~ppsD",851
"1483","pntB",851
"1484","group_1284",851
"1485","mprA",851
"1486","trmD",851
"1487","cmk",851
"1488","dapB",851
"1489","ideR",851
"1490","mshA_2",851
"1491","group_1282",851
"1492","lipB",851
"1493","pks1_2",851
"1494","tcrY_2",851
"1495","guaB1",851
"1496","glnA1",851
"1497","group_1279",851
"1498","glbO",851
"1499","iniB_2~~~iniB~~~iniB_1",851
"1500","group_1277",851
"1501","murE",851
"1502","group_1276",851
"1503","cobK",851
"1504","mtnP",851
"1505","ttgV_2",851
"1506","ettA_2~~~yheS~~~ettA_1",851
"1507","group_1275",851
"1508","ispD",851
"1509","group_1273",851
"1510","group_1272",851
"1511","scpB",851
"1512","rpsA",851
"1513","group_1271",851
"1514","group_1270",851
"1515","caiD_2",851
"1516","group_1269",851
"1517","group_1268",851
"1518","group_1267",851
"1519","bpa",851
"1520","group_1266",851
"1521","pafA",851
"1522","pup",851
"1523","rpmB_1",851
"1524","group_1265",851
"1525","group_1264",851
"1526","rpmI",851
"1527","group_1263",851
"1528","group_1262",851
"1529","mmaA3",851
"1530","rnd",851
"1531","bacA",851
"1532","group_1260",851
"1533","pta",851
"1534","mmpL5_2~~~mmpL4_3",851
"1535","group_1258",851
"1536","obg",851
"1537","lysX_1",851
"1538","glyQS",851
"1539","amiA2",851
"1540","group_1257",851
"1541","group_1256",851
"1542","orn",851
"1543","group_1254",851
"1544","vapC3_2",851
"1545","group_1253",851
"1546","group_1252",851
"1547","group_1251",851
"1548","yccF",851
"1549","rskA",851
"1550","rplT",851
"1551","tcrY_1",851
"1552","prpR",851
"1553","ethA_1",851
"1554","trkA_2",851
"1555","lppX",851
"1556","kdgR",851
"1557","group_1249",851
"1558","pimF_2~~~pimF_1~~~pimF",851
"1559","group_1248",851
"1560","folC",851
"1561","egtC_2",851
"1562","trmR",851
"1563","plsB1",851
"1564","metH_1~~~metH~~~metH_2",851
"1565","mmsB_2~~~mmsB_1",851
"1566","group_1245",851
"1567","group_1243",851
"1568","group_1242",851
"1569","group_1241",851
"1570","group_1240",851
"1571","mtr_2~~~mtr~~~mtr_1",851
"1572","rpmD",851
"1573","murD",851
"1574","group_1238",851
"1575","acpS",851
"1576","group_1237",851
"1577","gltX",851
"1578","group_1236",851
"1579","mgtC",851
"1580","group_1235",851
"1581","group_1233",851
"1582","menG",851
"1583","group_1232",851
"1584","group_1231",851
"1585","ppdK",851
"1586","rplL",851
"1587","group_1230",851
"1588","pknK~~~pknK_1",851
"1589","group_1229",851
"1590","mmpL5_3~~~mmpL5_2~~~mmpL5_1",851
"1591","dctA",851
"1592","group_1227",851
"1593","glpK_2~~~glpK",851
"1594","group_1226",851
"1595","gatD",851
"1596","group_1224",851
"1597","group_1223",851
"1598","grpE",851
"1599","rplA",851
"1600","priA_2",851
"1601","group_1221",851
"1602","pknF",851
"1603","group_1220",851
"1604","resA_2",851
"1605","iniA",851
"1606","group_1219",851
"1607","gatA",851
"1608","group_1218",851
"1609","pknJ",851
"1610","jefA",851
"1611","group_1217",851
"1612","group_1216",851
"1613","glmU",851
"1614","mymA",851
"1615","accD3",851
"1616","group_1212",851
"1617","group_1211",851
"1618","tatB",851
"1619","group_1210",851
"1620","pspA_2",851
"1621","group_1209",851
"1622","group_1208",851
"1623","group_1207",851
"1624","group_1206",851
"1625","group_1205",851
"1626","lexA",851
"1627","group_1204",851
"1628","vapC4",851
"1629","group_1203",851
"1630","glyA1",851
"1631","group_1202",851
"1632","group_1201",851
"1633","group_1200",851
"1634","group_1199",851
"1635","opuBB",851
"1636","typA",851
"1637","atpB",851
"1638","group_1198",851
"1639","group_1195",851
"1640","group_1194",851
"1641","group_1193",851
"1642","pks5_1~~~pks5_2~~~pks5",851
"1643","mlaE",851
"1644","rslA_1~~~rslA_2~~~rslA",851
"1645","group_1191",851
"1646","smtB_1~~~uctC_1",851
"1647","ctpV",851
"1648","pgsA",851
"1649","group_1190",851
"1650","group_1189",851
"1651","group_1188",851
"1652","group_1187",851
"1653","group_1186",851
"1654","rnj",851
"1655","group_1185",851
"1656","clcD",851
"1657","rip2",851
"1658","suhB",851
"1659","group_1184",851
"1660","lpqL",851
"1661","otsA",851
"1662","cysW_2~~~cysT",851
"1663","moaE2_2",851
"1664","group_1182",851
"1665","hcaB_4",851
"1666","rip3_1~~~rip3~~~rip3_2",851
"1667","group_1180",851
"1668","group_1178",851
"1669","group_1176",851
"1670","group_1172",851
"1671","group_1171",851
"1672","PE3_1",851
"1673","cobIJ_1~~~cobIJ_2~~~cobIJ",851
"1674","blaC",851
"1675","group_1170",851
"1676","rpsH",851
"1677","group_1169",851
"1678","mez",851
"1679","rpfC",851
"1680","fbpB",851
"1681","group_1168",851
"1682","group_1167",851
"1683","pheS",851
"1684","ggt",851
"1685","ileS",851
"1686","nusG",851
"1687","group_1166",851
"1688","group_1164",851
"1689","group_1163",851
"1690","group_1162",851
"1691","eccD5",851
"1692","hepT_1~~~~~~hepT_2",851
"1693","group_1159",851
"1694","group_1158",851
"1695","group_1157",851
"1696","cspA",851
"1697","group_1155",851
"1698","group_1154",851
"1699","kce_2",851
"1700","group_1152",851
"1701","lysS1",851
"1702","group_1151",851
"1703","group_1150",851
"1704","dinB_1~~~dinB1_2",851
"1705","group_1149",851
"1706","ligD_2",851
"1707","tgs2_2~~~tgs2_1~~~tgs2",851
"1708","pyrE_2",851
"1709","eccB5",851
"1710","group_1147",851
"1711","metB",851
"1712","bkdB",851
"1713","group_1146",851
"1714","msl3_2~~~msl3~~~msl3_1",851
"1715","group_1145",851
"1716","group_1144",851
"1717","ligB",851
"1718","group_1143",851
"1719","group_1141",851
"1720","adhB_1",851
"1721","pstS1",851
"1722","fadD3_1",851
"1723","group_1140",851
"1724","group_1139",851
"1725","fadA4",851
"1726","group_1138",851
"1727","group_1137",851
"1728","group_1136",851
"1729","group_1135",851
"1730","ripA_1~~~ripA_2~~~ripA",851
"1731","ykuT",851
"1732","group_1134",851
"1733","ephD_1",851
"1734","group_1133",851
"1735","group_1132",851
"1736","group_1131",851
"1737","group_1130",851
"1738","pepA",851
"1739","habA",851
"1740","folB",851
"1741","tcrY_3",851
"1742","gatB",851
"1743","group_1129",851
"1744","guaA",851
"1745","group_1128",851
"1746","group_1127",851
"1747","group_1126",851
"1748","mmpL1_2",851
"1749","ligD_3",851
"1750","group_1125",851
"1751","group_1124",851
"1752","eryA_2",851
"1753","topA",851
"1754","rnc",851
"1755","group_1123",851
"1756","espI_3",851
"1757","group_1122",851
"1758","sodC",851
"1759","argC_2~~~argC_1~~~argC",851
"1760","mce2R",851
"1761","group_1121",851
"1762","icd_2~~~icd_1~~~icd",851
"1763","argO_1~~~argO_2",851
"1764","mmgC_3~~~mmgC_4~~~mmgC_5",851
"1765","group_1120",851
"1766","group_1119",851
"1767","group_1117",851
"1768","group_1116",851
"1769","coaBC",851
"1770","group_1115",851
"1771","group_1114",851
"1772","group_1113",851
"1773","group_1112",851
"1774","group_1111",851
"1775","lcpA_2",851
"1776","sigG",851
"1777","miaB",851
"1778","ilvA",851
"1779","mmpL3_1",851
"1780","gnd",851
"1781","group_1109",851
"1782","group_1107",851
"1783","group_1105",851
"1784","group_1104",851
"1785","lipY_2~~~lipY_3~~~lipY_1",851
"1786","mch",851
"1787","group_1103",851
"1788","group_1102",851
"1789","sugB_2~~~araQ_2",851
"1790","group_1101",851
"1791","group_1100",851
"1792","ttuB",851
"1793","ppm1_1",851
"1794","group_1098",851
"1795","dhbF",851
"1796","pikAI",851
"1797","group_1097",851
"1798","yjhB~~~~~~nanT",851
"1799","group_1096",851
"1800","glpD1",851
"1801","group_1094",851
"1802","group_1093",851
"1803","metXA",851
"1804","lprN_3",851
"1805","eccC_2~~~eccC_3",851
"1806","group_1092",851
"1807","ipuC",851
"1808","yhdG_2~~~yhdG_1",851
"1809","group_1091",851
"1810","gcvH",851
"1811","ureG",851
"1812","group_1090",851
"1813","apc3",851
"1814","group_1088",851
"1815","arsB",851
"1816","norW",851
"1817","group_1086",851
"1818","sthA_2~~~sthA_1",851
"1819","group_1085",851
"1820","group_1084",851
"1821","group_1083",851
"1822","group_1082",851
"1823","trpE",851
"1824","leuC",851
"1825","group_1080",851
"1826","ansP2_1~~~ansP2~~~ansP2_2",851
"1827","murF",851
"1828","lipR_1~~~lipR_2~~~lipR",851
"1829","group_1078",851
"1830","group_1077",851
"1831","group_1076",851
"1832","coaX_2~~~coaX_1~~~coaX",851
"1833","group_1075",851
"1834","cobT",851
"1835","group_1074",851
"1836","caeB_2",851
"1837","group_1073",851
"1838","narK_1~~~~~~narK_3",851
"1839","group_1072",851
"1840","gabD2~~~gabD2_2~~~gabD2_1",851
"1841","nrdE",851
"1842","dinB",851
"1843","caeA",851
"1844","group_1071",851
"1845","group_1070",851
"1846","metG",851
"1847","group_1069",851
"1848","smtB",851
"1849","mutB_1",851
"1850","group_1066",851
"1851","rpsQ",851
"1852","echA6",851
"1853","group_1065",851
"1854","group_1064",851
"1855","group_1062",851
"1856","group_1061",851
"1857","mbtM",851
"1858","group_1060",851
"1859","group_1059",851
"1860","group_1058",851
"1861","crcB",851
"1862","pgm_2~~~pgm_1~~~pgm",851
"1863","pmt",851
"1864","group_1056",851
"1865","group_1055",851
"1866","wbiB",851
"1867","group_1054",851
"1868","group_1053",851
"1869","ilvB2_1~~~ilvB2_2~~~ilvB2",851
"1870","lipY_1",851
"1871","group_1052",851
"1872","serA",851
"1873","purH",851
"1874","pknL",851
"1875","group_1051",851
"1876","group_1050",851
"1877","recB_2~~~recB_1",851
"1878","ilvD",851
"1879","group_1048",851
"1880","ftsW",851
"1881","group_1047",851
"1882","group_1046",851
"1883","group_1045",851
"1884","group_1044",851
"1885","mmpL8_1~~~mmpL8_2",851
"1886","group_1043",851
"1887","cmr",851
"1888","group_1042",851
"1889","group_1041",851
"1890","priA_1",851
"1891","ffh",851
"1892","group_1040",851
"1893","group_1039",851
"1894","ctpD_2~~~ctpD_1~~~kdpB_2~~~ctpD",851
"1895","group_1038",851
"1896","group_1037",851
"1897","leuA",851
"1898","group_1036",851
"1899","bglB",851
"1900","group_1035",851
"1901","pknG",851
"1902","glbN",851
"1903","thrS",851
"1904","group_1032",851
"1905","group_1031",851
"1906","hmp_4~~~hmp_2",851
"1907","group_1030",851
"1908","group_1029",851
"1909","ywrD",851
"1910","group_1028",851
"1911","group_1027",851
"1912","group_1026",851
"1913","aceAa~~~icl2",851
"1914","ctpG_2~~~ctpG_1~~~ctpG",851
"1915","group_1025",851
"1916","glnD_1~~~glnD_2~~~glnD",851
"1917","sigA",851
"1918","nadB",851
"1919","fadH_1~~~fadH_3~~~fadH_2",851
"1920","fbiC",851
"1921","group_1024",851
"1922","group_1023",851
"1923","rosB",851
"1924","rnhB",851
"1925","group_1022",851
"1926","group_1021",851
"1927","group_1020",851
"1928","guaB",851
"1929","pnbA_3",851
"1930","ugpQ",851
"1931","group_1018",851
"1932","group_1017",851
"1933","efpA",851
"1934","group_1016",851
"1935","group_1015",851
"1936","pks1",851
"1937","group_1014",851
"1938","accD5_2",851
"1939","dnaE2~~~dnaE2_1~~~~~~dnaE2_2",851
"1940","mmpL4_2~~~mmpS4_3",851
"1941","group_1013",851
"1942","lysX_2",851
"1943","group_1012",851
"1944","group_1011",851
"1945","group_1009",851
"1946","narG",851
"1947","group_1008",851
"1948","mec",851
"1949","group_1007",851
"1950","narX_2",851
"1951","group_1006",851
"1952","group_1005",851
"1953","group_1004",851
"1954","group_1003",851
"1955","group_1002",851
"1956","hutI_1",851
"1957","dop",851
"1958","group_999",851
"1959","group_998",851
"1960","group_997",851
"1961","group_995",851
"1962","group_994",851
"1963","group_992",851
"1964","crt",851
"1965","group_991",851
"1966","fabG1",851
"1967","group_990",851
"1968","lcfB_2",851
"1969","group_987",851
"1970","octT",851
"1971","group_986",851
"1972","group_984",851
"1973","group_982",851
"1974","groEL1",851
"1975","group_981",851
"1976","group_980",851
"1977","pstB2_2",851
"1978","group_978",851
"1979","parD2",851
"1980","mdtD_1",851
"1981","cobN_2~~~cobN_1~~~cobN",851
"1982","hypB_1",851
"1983","groEL2",851
"1984","mbtH",851
"1985","group_976",851
"1986","group_975",851
"1987","blaI",851
"1988","group_974",851
"1989","group_973",851
"1990","mmpS4_1",851
"1991","lpqS",851
"1992","rplP",851
"1993","aidB",851
"1994","ybiT",851
"1995","group_972",851
"1996","dapb1",851
"1997","scoA",851
"1998","pncB2",851
"1999","group_971",851
"2000","dmdB",851
"2001","group_970",851
"2002","group_969",851
"2003","frdB",851
"2004","group_967",851
"2005","group_966",851
"2006","group_965",851
"2007","group_964",851
"2008","hddA",851
"2009","ldtA",851
"2010","thiC",851
"2011","group_962",851
"2012","group_961",851
"2013","ung_2~~~ung_1~~~ung",851
"2014","sbpA",851
"2015","php",851
"2016","echA8_2",851
"2017","group_960",851
"2018","group_959",851
"2019","group_958",851
"2020","oxyE~~~mhpA",851
"2021","group_957",851
"2022","group_956",851
"2023","qcrB",851
"2024","rpsK",851
"2025","group_954",851
"2026","pstS2",851
"2027","group_953",851
"2028","gshA",851
"2029","group_952",851
"2030","group_951",851
"2031","group_950",851
"2032","group_949",851
"2033","group_948",851
"2034","group_947",851
"2035","argS",851
"2036","group_946",851
"2037","group_945",851
"2038","group_944",851
"2039","ctaF",851
"2040","group_943",851
"2041","mazE9",851
"2042","group_942",851
"2043","group_941",851
"2044","group_940",851
"2045","vapB3",851
"2046","group_939",851
"2047","group_938",851
"2048","group_937",851
"2049","group_936",851
"2050","group_935",851
"2051","rlmC~~~rlmCD",851
"2052","pgi",851
"2053","dlaT",851
"2054","group_933",851
"2055","group_932",851
"2056","fdr",851
"2057","group_931",851
"2058","thyX",851
"2059","pafC",851
"2060","group_930",851
"2061","group_929",851
"2062","group_928",851
"2063","group_927",851
"2064","menD",851
"2065","atsA",851
"2066","sir",851
"2067","group_926",851
"2068","mce3R_1~~~mce3R_2~~~mce3R",851
"2069","nlhH_3~~~~~~nlhH_1",851
"2070","uvrA",851
"2071","group_925",851
"2072","group_924",851
"2073","group_923",851
"2074","narY",851
"2075","group_922",851
"2076","group_921",851
"2077","group_920",851
"2078","group_919",851
"2079","group_917",851
"2080","group_916",851
"2081","group_915",851
"2082","ettA_2",851
"2083","htpG",851
"2084","fabG2_2",851
"2085","group_912",851
"2086","ndkA",851
"2087","group_911",851
"2088","ctpI_1~~~kdpB_1~~~ctpI_2",851
"2089","group_910",851
"2090","group_909",851
"2091","mmpL2_1~~~mmpL2_2~~~mmpL2",851
"2092","moaA2",851
"2093","group_908",851
"2094","group_907",851
"2095","group_906",851
"2096","nrdF2",851
"2097","pcaA",851
"2098","mmpL9_1~~~mmpL9_2",851
"2099","group_905",851
"2100","cocE_2",851
"2101","speE",851
"2102","group_903",851
"2103","group_901",851
"2104","group_900",851
"2105","PPE4",851
"2106","infA",851
"2107","group_896",851
"2108","group_895",851
"2109","vapB2",851
"2110","rplM",851
"2111","group_892",851
"2112","higB2_2",851
"2113","pncB1_1~~~pncB1_2~~~pncB1",851
"2114","thiG",851
"2115","group_890",851
"2116","group_889",851
"2117","group_888",851
"2118","group_887",851
"2119","end",851
"2120","group_886",851
"2121","menB",851
"2122","group_884",851
"2123","group_883",851
"2124","cysG_2",851
"2125","ureC_1~~~ureC~~~ureC_2",851
"2126","mbtA",851
"2127","group_882",851
"2128","group_881",851
"2129","group_880",851
"2130","group_879",851
"2131","group_878",851
"2132","moaE2_1",851
"2133","cobM",851
"2134","vapC2",851
"2135","group_874",851
"2136","aes_3~~~lipF",851
"2137","group_873",851
"2138","group_872",851
"2139","group_871",851
"2140","group_870",851
"2141","group_869",851
"2142","nixA",851
"2143","mdtH",851
"2144","group_868",851
"2145","group_867",851
"2146","group_866",851
"2147","group_865",851
"2148","gabT_1~~~~~~gabT",851
"2149","group_864",851
"2150","kdpA",851
"2151","group_863",851
"2152","cocE_1",851
"2153","group_862",851
"2154","lucA",851
"2155","dprE2",851
"2156","nasD",851
"2157","lppJ_2~~~lppJ_1~~~lppJ",851
"2158","group_861",851
"2159","group_859",851
"2160","group_858",851
"2161","secD",851
"2162","group_856",851
"2163","group_854",851
"2164","dhmA2_1",851
"2165","group_853",851
"2166","group_852",851
"2167","cysH",851
"2168","group_851",851
"2169","arsC",851
"2170","recD",851
"2171","group_848",851
"2172","group_847",851
"2173","group_846",851
"2174","group_844",851
"2175","group_843",851
"2176","dhmA1",851
"2177","group_842",851
"2178","group_841",851
"2179","group_840",851
"2180","rutC",851
"2181","mmpS4_2",851
"2182","moaC2",851
"2183","group_839",851
"2184","mmpS5",851
"2185","rplK",851
"2186","group_837",851
"2187","group_836",851
"2188","group_835",851
"2189","group_834",851
"2190","group_832",851
"2191","group_831",851
"2192","group_830",851
"2193","group_829",851
"2194","group_828",851
"2195","gph_2~~~hdpA",851
"2196","ethA_3~~~ethA_2",851
"2197","ctpJ",851
"2198","group_827",851
"2199","dnaX",851
"2200","gabP",851
"2201","group_826",851
"2202","choD",851
"2203","irtB",851
"2204","group_825",851
"2205","group_824",851
"2206","pknE",851
"2207","group_823",851
"2208","treZ_2~~~treZ~~~treZ_1",851
"2209","uctC_2~~~uctC_1",851
"2210","group_822",851
"2211","group_821",851
"2212","group_820",851
"2213","group_819",851
"2214","pgl",851
"2215","rsdA",851
"2216","group_818",851
"2217","cysNC",851
"2218","cas6",851
"2219","group_816",851
"2220","dipZ",851
"2221","gdh_1~~~gdh_2~~~gdh",851
"2222","group_815",851
"2223","oxc",851
"2224","mmcO_1~~~mmcO_2~~~mmcO",851
"2225","group_813",851
"2226","frdA",851
"2227","group_812",851
"2228","group_811",851
"2229","linC",851
"2230","group_810",851
"2231","group_809",851
"2232","mmpL1_1",851
"2233","group_807",851
"2234","group_806",851
"2235","group_805",851
"2236","pknI",851
"2237","mycP5",851
"2238","group_803",851
"2239","group_802",851
"2240","pyrG",851
"2241","hrp1",851
"2242","mraZ",851
"2243","group_801",851
"2244","recN",851
"2245","group_800",851
"2246","group_798",851
"2247","group_797",851
"2248","group_795",851
"2249","group_794",851
"2250","group_793",851
"2251","group_792",851
"2252","group_791",851
"2253","group_790",851
"2254","group_789",851
"2255","group_788",851
"2256","group_787",851
"2257","group_785",851
"2258","group_784",851
"2259","group_783",851
"2260","xthA",851
"2261","group_782",851
"2262","kdc_1~~~kdc_2~~~kdc",851
"2263","group_780",851
"2264","group_779",851
"2265","group_778",851
"2266","tcrX_3",851
"2267","bacC_2",851
"2268","echA8_1",851
"2269","group_777",851
"2270","group_776",851
"2271","group_775",851
"2272","group_774",851
"2273","group_772",851
"2274","bbsG_2~~~bbsG_1~~~bbsG",851
"2275","group_771",851
"2276","group_770",851
"2277","group_769",851
"2278","group_768",851
"2279","mqo",851
"2280","lprH",851
"2281","dapC_2~~~dapC~~~dapC_1",851
"2282","betS",851
"2283","group_767",851
"2284","group_766",851
"2285","hisG",851
"2286","aroQ",851
"2287","group_764",851
"2288","group_763",851
"2289","group_762",851
"2290","hspX",851
"2291","group_760",851
"2292","pstB1",851
"2293","group_758",851
"2294","group_757",851
"2295","group_756",851
"2296","group_755",851
"2297","group_754",851
"2298","group_753",851
"2299","group_752",851
"2300","group_751",851
"2301","group_750",851
"2302","group_749",851
"2303","rsfA_1",851
"2304","group_748",851
"2305","group_747",851
"2306","group_746",851
"2307","group_745",851
"2308","group_744",851
"2309","group_741",851
"2310","group_740",851
"2311","group_739",851
"2312","group_738",851
"2313","rlmN",851
"2314","cobQ",851
"2315","fmt",851
"2316","group_737",851
"2317","aroC",851
"2318","rpfE",851
"2319","ahpC",851
"2320","rph",851
"2321","group_736",851
"2322","nanK",851
"2323","dnaE1",851
"2324","fadH_1",851
"2325","group_735",851
"2326","rpoA",851
"2327","ttgV_1",851
"2328","group_734",851
"2329","group_733",851
"2330","narU~~~narK_3~~~narK_2",851
"2331","group_732",851
"2332","group_731",851
"2333","group_730",851
"2334","rho",851
"2335","group_729",851
"2336","group_726",851
"2337","group_725",851
"2338","group_724",851
"2339","group_723",851
"2340","mrdA",851
"2341","iniC",851
"2342","group_722",851
"2343","group_721",851
"2344","group_720",851
"2345","ppsB_1~~~~~~menE_4",851
"2346","group_719",851
"2347","pycA",851
"2348","group_718",851
"2349","lpqI",851
"2350","group_717",851
"2351","pckG",851
"2352","appC_2~~~appC_1~~~appC",851
"2353","cya",851
"2354","group_716",851
"2355","dthadh",851
"2356","group_715",851
"2357","fabG3",851
"2358","fabG",851
"2359","baiA",851
"2360","group_714",851
"2361","group_713",851
"2362","aviRb",851
"2363","group_712",851
"2364","group_710",851
"2365","aspS",851
"2366","thiE",851
"2367","group_708",851
"2368","group_707",851
"2369","mmpS2",851
"2370","mpa",851
"2371","dmdC",851
"2372","group_705",851
"2373","group_704",851
"2374","group_703",851
"2375","group_702",851
"2376","eccA5",851
"2377","group_701",851
"2378","group_700",851
"2379","group_699",851
"2380","moeA1",851
"2381","group_698",851
"2382","group_697",851
"2383","group_696",851
"2384","group_693",851
"2385","group_692",851
"2386","group_691",851
"2387","cobB_1~~~cobB_2",851
"2388","group_690",851
"2389","group_689",851
"2390","group_688",851
"2391","group_687",851
"2392","group_686",851
"2393","group_685",851
"2394","COQ3_2~~~~~~COQ3_1",851
"2395","group_684",851
"2396","group_683",851
"2397","tpiA",851
"2398","irtA",851
"2399","group_681",851
"2400","lnt~~~lnt_2~~~lnt_1",851
"2401","pyrH",851
"2402","mutA",851
"2403","group_679",851
"2404","group_678",851
"2405","dap_1~~~dap_2",851
"2406","tam",851
"2407","group_677",851
"2408","group_676",851
"2409","purA",851
"2410","PE3_3~~~PE3_2",851
"2411","acoA",851
"2412","vapC",851
"2413","group_675",851
"2414","group_674",851
"2415","sap_1",851
"2416","ilvB1",851
"2417","fabG2_1",851
"2418","rplO",851
"2419","group_670",851
"2420","group_669",851
"2421","merR1",851
"2422","group_667",851
"2423","group_666",851
"2424","group_665",851
"2425","hscA",851
"2426","group_664",851
"2427","rsmE",851
"2428","bpoC_1",851
"2429","rkpK",851
"2430","group_663",851
"2431","group_662",851
"2432","group_660",851
"2433","group_659",851
"2434","rbbA~~~ybhF",851
"2435","group_658",851
"2436","group_657",851
"2437","group_656",851
"2438","rpmC",851
"2439","group_655",851
"2440","group_653",851
"2441","group_652",851
"2442","group_651",851
"2443","group_650",851
"2444","betB~~~gabD1",851
"2445","group_648",851
"2446","group_646",851
"2447","group_645",851
"2448","sigC",851
"2449","group_644",851
"2450","glmS",851
"2451","yjcS",851
"2452","group_643",851
"2453","group_642",851
"2454","dnaK_2",851
"2455","egtB",851
"2456","cycA_2~~~cycA_1~~~cycA",851
"2457","proS",851
"2458","mmaA4~~~cmaA",851
"2459","caiD_1",851
"2460","group_640",851
"2461","uvrC",851
"2462","uppP",851
"2463","group_639",851
"2464","group_638",851
"2465","group_637",851
"2466","group_636",851
"2467","rpsR1_2",851
"2468","group_635",851
"2469","btuD",851
"2470","fpg1",851
"2471","group_634",851
"2472","group_633",851
"2473","group_632",851
"2474","coaA",851
"2475","group_631",851
"2476","group_629",851
"2477","group_628",851
"2478","group_627",851
"2479","group_626",851
"2480","prcA",851
"2481","group_625",851
"2482","group_624",851
"2483","helY~~~helY_2~~~~~~helY_1",851
"2484","group_623",851
"2485","group_622",851
"2486","group_621",851
"2487","group_620",851
"2488","eccA3",851
"2489","group_619",851
"2490","group_618",851
"2491","gloB_4",851
"2492","group_616",851
"2493","cysW_2",851
"2494","gloB_2",851
"2495","group_615",851
"2496","group_614",851
"2497","group_613",851
"2498","menE_5~~~sauT_2~~~fadD3_2",851
"2499","mscL",851
"2500","sdhA_1",851
"2501","msiK_2~~~msiK_1",851
"2502","group_612",851
"2503","atpH",851
"2504","group_611",851
"2505","group_610",851
"2506","ephD_2",851
"2507","lprQ",851
"2508","group_608",851
"2509","lpqW",851
"2510","group_606",851
"2511","dxs_1",851
"2512","group_605",851
"2513","group_604",851
"2514","dhmA2_2~~~dhmA2_3",851
"2515","group_603",851
"2516","betB~~~geoB",851
"2517","group_602",851
"2518","nlhH_3~~~nlhH_1",851
"2519","dnaG",851
"2520","group_599",851
"2521","group_597",851
"2522","rpmB_2",851
"2523","group_594",851
