qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
group_501,NC_002945.4,100,816,0,0,1,816,1612150,1612965,0,1507
gap,NC_002945.4,100,1020,0,0,1,1020,1614044,1615063,0,1884
pgk,NC_002945.4,100,1239,0,0,1,1239,1615066,1616304,0,2289
tpiA,NC_002945.4,100,786,0,0,1,786,1616301,1617086,0,1452
group_787,NC_002945.4,100,228,0,0,1,228,1617329,1617102,7.46E-119,422
group_950,NC_002945.4,100,420,0,0,1,420,1618117,1617698,0,776
group_1541,NC_002945.4,100,165,0,0,1,165,1618302,1618466,5.49E-84,305
group_1576,NC_002945.4,100,354,0,0,1,354,1618454,1618807,0,654
plsB,NC_002945.4,99.958,2370,1,0,1,2370,2760496,2758127,0,4372
group_36,NC_002945.4,100,507,0,0,1,507,2757200,2756694,0,937
ettA_2,NC_002945.4,100,1677,0,0,1,1677,2756613,2754937,0,3097
group_975,NC_002945.4,100,417,0,0,1,417,2749965,2749549,0,771
group_409,NC_002945.4,100,465,0,0,1,465,2748394,2748858,0,859
glbO,NC_002945.4,100,387,0,0,1,387,2745752,2746138,0,715
group_1391,NC_002945.4,100,669,0,0,1,669,2745609,2744941,0,1236
group_660,NC_002945.4,100,234,0,0,1,234,2744905,2744672,3.55E-122,433
group_380,NC_002945.4,100,468,0,0,1,468,2744685,2744218,0,865
pepN,NC_002945.4,100,2586,0,0,1,2586,2741560,2744145,0,4776
rpiB,NC_002945.4,100,489,0,0,1,489,2740733,2740245,0,904
nei1_2,NC_002945.4,100,807,0,0,1,807,2740239,2739433,0,1491
tig,NC_002945.4,100,1401,0,0,1,1401,2737865,2736465,0,2588
clpP1,NC_002945.4,100,603,0,0,1,603,2736348,2735746,0,1114
clpP2,NC_002945.4,100,645,0,0,1,645,2735749,2735105,0,1192
mmuM,NC_002945.4,100,909,0,0,1,909,2732353,2733261,0,1679
clpX,NC_002945.4,100,1281,0,0,1,1281,2732062,2730782,0,2366
group_1581,NC_002945.4,100,1257,0,0,1,1257,2730766,2729510,0,2322
korA,NC_002945.4,100,1962,0,0,1,1962,2729278,2727317,0,3624
korB,NC_002945.4,100,1122,0,0,1,1122,2727320,2726199,0,2073
mobA,NC_002945.4,100,537,0,0,1,537,2726128,2725592,0,992
valS,NC_002945.4,100,2631,0,0,1,2631,2722799,2720169,0,4859
folC,NC_002945.4,100,1464,0,0,1,1464,2720172,2718709,0,2704
group_1404,NC_002945.4,99.731,372,1,0,1,372,2718712,2718341,0,682
ndkA,NC_002945.4,100,423,0,0,1,423,2718310,2717888,0,782
rne,NC_002945.4,100,2862,0,0,1,2862,2717558,2714697,0,5286
dctA,NC_002945.4,100,1476,0,0,1,1476,2713283,2714758,0,2726
rplU,NC_002945.4,100,312,0,0,1,312,2712932,2712621,2.11E-165,577
rpmA,NC_002945.4,100,261,0,0,1,261,2712606,2712346,3.91E-137,483
obg,NC_002945.4,100,1455,0,0,1,1455,2712275,2710821,0,2687
proB,NC_002945.4,100,1131,0,0,1,1131,2710821,2709691,0,2089
nadE,NC_002945.4,99.955,2227,0,1,1,2226,2709592,2707366,0,4106
group_707,NC_002945.4,100,438,0,0,1,438,2706932,2707369,0,809
rbsKrbiA,NC_002945.4,100,915,0,0,1,915,2705804,2706718,0,1690
group_2044,NC_002945.4,100,291,0,0,1,291,2701708,2701418,9.26E-154,538
group_1992,NC_002945.4,100,300,0,0,1,300,2700840,2700541,9.50E-159,555
group_1870,NC_002945.4,100,585,0,0,1,585,2700494,2699910,0,1081
ahpD,NC_002945.4,100,534,0,0,1,534,2699380,2699913,0,987
proA,NC_002945.4,100,1248,0,0,1,1248,2698051,2696804,0,2305
ppsE,NC_002945.4,100,4467,0,0,1,4467,3228722,3233188,0,8250
drrA_2,NC_002945.4,100,996,0,0,1,996,3233199,3234194,0,1840
drrB,NC_002945.4,100,870,0,0,1,870,3234191,3235060,0,1607
drrC,NC_002945.4,100,831,0,0,1,831,3235057,3235887,0,1535
papA5,NC_002945.4,100,1269,0,0,1,1269,3235934,3237202,0,2344
group_710,NC_002945.4,100,1863,0,0,1,1863,3244200,3246062,0,3441
group_710,NC_002945.4,74.715,1052,236,25,763,1805,4241139,4242169,5.09E-124,442
group_710,NC_002945.4,75.444,338,70,9,1318,1650,3205885,3206214,9.61E-37,152
mmpL7,NC_002945.4,99.964,2802,1,0,1,2802,3246016,3248817,0,5169
group_1341,NC_002945.4,100,186,0,0,1,186,3251049,3250864,1.33E-95,344
lppX,NC_002945.4,99.858,702,1,0,1,702,3252310,3251609,0,1291
group_460,NC_002945.4,100,2118,0,0,1,2118,3261054,3258937,0,3912
group_1808,NC_002945.4,100,600,0,0,1,600,3261670,3261071,0,1109
group_675,NC_002945.4,100,1860,0,0,1,1860,3263555,3261696,0,3435
group_1833,NC_002945.4,100,1146,0,0,1,1146,3265348,3264203,0,2117
group_527,NC_002945.4,100,813,0,0,1,813,3265541,3266353,0,1502
group_1582,NC_002945.4,100,1257,0,0,1,1257,3266379,3267635,0,2322
group_2040,NC_002945.4,100,828,0,0,1,828,3270570,3271397,0,1530
group_964,NC_002945.4,100,390,0,0,1,390,3274384,3274773,0,721
group_1672,NC_002945.4,100,1221,0,0,1,1221,3276337,3277557,0,2255
purU,NC_002945.4,100,933,0,0,1,933,3277630,3278562,0,1724
group_1342,NC_002945.4,100,186,0,0,1,186,3279202,3279387,1.33E-95,344
coaD,NC_002945.4,100,486,0,0,1,486,3279916,3279431,0,898
rsmD,NC_002945.4,100,567,0,0,1,567,3280568,3280002,0,1048
group_1858,NC_002945.4,100,588,0,0,1,588,3284759,3284172,0,1086
group_827,NC_002945.4,100,768,0,0,1,768,3285577,3284810,0,1419
group_308,NC_002945.4,100,849,0,0,1,849,3287202,3288050,0,1568
group_299,NC_002945.4,100,714,0,0,1,714,3288837,3288124,0,1319
rpmB_1,NC_002945.4,100,195,0,0,1,195,3292953,3293147,1.39E-100,361
thiL,NC_002945.4,100,1002,0,0,1,1002,3294887,3293886,0,1851
thiL,NC_002945.4,97.143,35,0,1,1,34,922692,922726,1.15E-08,58.4
thiL,NC_002945.4,100,31,0,0,1,31,3061166,3061136,1.15E-08,58.4
thiL,NC_002945.4,100,31,0,0,1,31,3155096,3155066,1.15E-08,58.4
group_1871,NC_002945.4,100,585,0,0,1,585,3296847,3296263,0,1081
group_1871,NC_002945.4,80.674,564,101,7,1,560,3063123,3062564,3.37E-121,431
group_1871,NC_002945.4,77.778,549,114,6,1,545,4244052,4243508,3.52E-91,331
group_1905,NC_002945.4,100,576,0,0,1,576,3297029,3297604,0,1064
group_1988,NC_002945.4,100,555,0,0,1,555,1411650,1412204,0,1026
amiB2,NC_002945.4,100,1389,0,0,1,1389,1408695,1410083,0,2566
group_751,NC_002945.4,100,435,0,0,1,435,1408636,1408202,0,804
group_317,NC_002945.4,100,474,0,0,1,474,1408221,1407748,0,876
tap,NC_002945.4,100,1260,0,0,1,1260,1405605,1404346,0,2327
group_1993,NC_002945.4,100,300,0,0,1,300,1404349,1404050,9.50E-159,555
group_1823,NC_002945.4,100,1152,0,0,1,1152,1402930,1404081,0,2128
group_87,NC_002945.4,100,3420,0,0,1,3420,1400512,1397093,0,6316
kgd,NC_002945.4,100,3696,0,0,1,3696,1394324,1390629,0,6826
relE,NC_002945.4,100,294,0,0,1,294,1390250,1389957,2.01E-155,544
sadH_3,NC_002945.4,100,831,0,0,1,831,1389900,1389070,0,1535
sugC,NC_002945.4,100,1182,0,0,1,1182,1381956,1383137,0,2183
sugB,NC_002945.4,100,840,0,0,1,840,1381112,1381951,0,1552
group_2076,NC_002945.4,100,528,0,0,1,528,1378248,1378775,0,976
group_1494,NC_002945.4,100,1308,0,0,1,1308,1377440,1376133,0,2416
group_2025,NC_002945.4,100,543,0,0,1,543,1376136,1375594,0,1003
group_1631,NC_002945.4,100,1236,0,0,1,1236,1375469,1374234,0,2283
mrp,NC_002945.4,100,1146,0,0,1,1146,1374194,1373049,0,2117
group_752,NC_002945.4,100,435,0,0,1,435,1371998,1371564,0,804
group_1248,NC_002945.4,100,1464,0,0,1,1464,1371567,1370104,0,2704
tatB,NC_002945.4,100,396,0,0,1,396,1368735,1369130,0,732
group_1047,NC_002945.4,100,1575,0,0,1,1575,1367159,1368733,0,2909
rseA,NC_002945.4,100,465,0,0,1,465,1366614,1367078,0,859
sigE,NC_002945.4,100,633,0,0,1,633,1365824,1366456,0,1170
group_990,NC_002945.4,100,744,0,0,1,744,1365516,1364773,0,1375
raaS,NC_002945.4,100,639,0,0,1,639,1364631,1363993,0,1181
group_5,NC_002945.4,100,936,0,0,1,936,1364003,1363068,0,1729
group_1355,NC_002945.4,100,675,0,0,1,675,1361416,1360742,0,1247
cocE_2,NC_002945.4,100,1686,0,0,1,1686,1360714,1359029,0,3114
glgC,NC_002945.4,100,1215,0,0,1,1215,1357111,1358325,0,2244
group_1514,NC_002945.4,100,168,0,0,1,168,1355578,1355745,1.20E-85,311
tag,NC_002945.4,100,615,0,0,1,615,1354797,1355411,0,1136
gpgS,NC_002945.4,100,975,0,0,1,975,1353419,1354393,0,1801
folP2,NC_002945.4,100,825,0,0,1,825,1352598,1353422,0,1524
log,NC_002945.4,100,564,0,0,1,564,1349994,1350557,0,1042
group_900,NC_002945.4,100,1689,0,0,1,1689,1349899,1348211,0,3120
dapE_1,NC_002945.4,100,1065,0,0,1,1065,1346535,1347599,0,1967
dapD,NC_002945.4,100,987,0,0,1,987,1346477,1345491,0,1823
group_617,NC_002945.4,99.874,795,1,0,1,795,3726079,3725285,0,1463
group_1405,NC_002945.4,100,372,0,0,1,372,3726532,3726161,0,688
lprJ_2,NC_002945.4,100,390,0,0,1,390,3727050,3727439,0,721
group_2024,NC_002945.4,100,294,0,0,1,294,3727746,3727453,2.01E-155,544
group_2024,NC_002945.4,96.135,207,8,0,88,294,3701351,3701145,1.02E-93,339
group_2024,NC_002945.4,98.148,54,1,0,1,54,3701402,3701349,2.44E-20,95.3
folD,NC_002945.4,100,918,0,0,1,918,3728660,3727743,0,1696
folD,NC_002945.4,92,50,4,0,869,918,3701448,3701399,1.35E-12,71.3
relK,NC_002945.4,100,258,0,0,1,258,3728984,3729241,1.80E-135,477
mfpA,NC_002945.4,100,552,0,0,1,552,3731506,3730955,0,1020
group_1883,NC_002945.4,100,582,0,0,1,582,3732094,3731513,0,1075
group_1428,NC_002945.4,100,369,0,0,1,369,3732443,3732075,0,682
group_1232,NC_002945.4,100,393,0,0,1,393,3732813,3732421,0,726
trmL,NC_002945.4,100,465,0,0,1,465,3735676,3736140,0,859
group_1539,NC_002945.4,100,645,0,0,1,645,3739032,3738388,0,1192
group_1031,NC_002945.4,100,411,0,0,1,411,3739055,3739465,0,760
group_1417,NC_002945.4,100,1341,0,0,1,1341,3742985,3744325,0,2477
otsB,NC_002945.4,100,1176,0,0,1,1176,3744367,3745542,0,2172
group_1907,NC_002945.4,100,105,0,0,1,105,3745596,3745700,7.27E-51,195
group_1492,NC_002945.4,100,654,0,0,1,654,3748209,3748862,0,1208
group_1962,NC_002945.4,100,1053,0,0,1,1053,3755185,3754133,0,1945
group_1316,NC_002945.4,100,189,0,0,1,189,3755814,3756002,2.90E-97,350
rihA,NC_002945.4,100,927,0,0,1,927,3765211,3766137,0,1712
group_1209,NC_002945.4,100,711,0,0,1,711,3768385,3769095,0,1314
guaA,NC_002945.4,100,1530,0,0,1,1530,3770780,3769251,0,2826
group_667,NC_002945.4,100,789,0,0,1,789,3773989,3774777,0,1458
group_341,NC_002945.4,99.958,2361,1,0,1,2361,3774792,3777152,0,4355
esxV,NC_002945.4,100,285,0,0,1,285,1161303,1161019,1.96E-150,527
esxV,NC_002945.4,96.466,283,10,0,1,283,1342281,1342563,1.20E-132,468
esxV,NC_002945.4,92.632,285,21,0,1,285,2025558,2025842,2.06E-115,411
esxV,NC_002945.4,96.111,180,7,0,104,283,2608077,2607898,2.16E-80,294
group_1846,NC_002945.4,100,324,0,0,1,324,1160893,1160570,4.70E-172,599
group_1846,NC_002945.4,86.378,323,42,2,2,323,3756729,3757050,1.45E-97,351
group_1311,NC_002945.4,100,687,0,0,1,687,1160536,1159850,0,1269
group_161,NC_002945.4,100,492,0,0,1,492,1159884,1159393,0,909
tcrX_3,NC_002945.4,100,774,0,0,1,774,1159211,1158438,0,1430
tcrY_3,NC_002945.4,100,1530,0,0,1,1530,1158430,1156901,0,2826
kdpC,NC_002945.4,100,570,0,0,1,570,1156328,1156897,0,1053
kdpB,NC_002945.4,100,2127,0,0,1,2127,1154202,1156328,0,3928
kdpA,NC_002945.4,100,1716,0,0,1,1716,1152487,1154202,0,3169
group_1931,NC_002945.4,100,99,0,0,1,99,1152389,1152487,1.46E-47,183
group_1713,NC_002945.4,100,147,0,0,1,147,1152252,1152398,4.88E-74,272
kdpE,NC_002945.4,99.853,681,1,0,1,681,1149582,1148902,0,1253
group_1019,NC_002945.4,100,213,0,0,1,213,1148693,1148905,1.51E-110,394
group_1947,NC_002945.4,100,93,0,0,1,93,1148555,1148647,2.93E-44,172
ppx2,NC_002945.4,100,960,0,0,1,960,1147494,1148453,0,1773
group_1312,NC_002945.4,100,687,0,0,1,687,1146333,1147019,0,1269
eno,NC_002945.4,100,1290,0,0,1,1290,1145039,1146328,0,2383
group_1069,NC_002945.4,100,732,0,0,1,732,1144211,1144942,0,1352
mazG,NC_002945.4,100,981,0,0,1,981,1143143,1144123,0,1812
mfd,NC_002945.4,99.973,3705,1,0,1,3705,1139442,1143146,0,6837
glmU,NC_002945.4,99.933,1488,1,0,1,1488,1138535,1137048,0,2743
prs,NC_002945.4,100,981,0,0,1,981,1136956,1135976,0,1812
group_1062,NC_002945.4,100,717,0,0,19,735,1135898,1135182,0,1325
group_1062,NC_002945.4,100,29,0,0,1,29,1135910,1135882,1.08E-07,54.7
rplY,NC_002945.4,100,648,0,0,1,648,1135048,1134401,0,1197
pth,NC_002945.4,100,576,0,0,1,576,1134388,1133813,0,1064
group_967,NC_002945.4,100,1635,0,0,1,1635,1132105,1133739,0,3020
ispE,NC_002945.4,100,957,0,0,1,957,1130634,1131590,0,1768
ksgA,NC_002945.4,100,954,0,0,1,954,1129631,1130584,0,1762
rpfB,NC_002945.4,100,1089,0,0,1,1089,1128570,1129658,0,2012
metG,NC_002945.4,100,1560,0,0,1,1560,1127482,1125923,0,2881
menF_2,NC_002945.4,100,1245,0,0,1,1245,1123945,1122701,0,2300
rsmI,NC_002945.4,100,858,0,0,1,858,1120501,1121358,0,1585
pmt,NC_002945.4,100,1569,0,0,1,1569,1120475,1118907,0,2898
group_1699,NC_002945.4,100,618,0,0,1,618,1117627,1117010,0,1142
group_892,NC_002945.4,100,759,0,0,1,759,1116246,1117004,0,1402
group_321,NC_002945.4,100,252,0,0,1,252,1114340,1114591,3.79E-132,466
group_1921,NC_002945.4,99.446,1083,0,1,1,1083,1112863,1113939,0,1962
rimJ,NC_002945.4,100,612,0,0,1,612,1112091,1112702,0,1131
gtaB,NC_002945.4,100,921,0,0,1,921,1109751,1110671,0,1701
group_1373,NC_002945.4,99.851,672,1,0,1,672,1109728,1109057,0,1236
group_971,NC_002945.4,100,747,0,0,1,747,1102282,1103028,0,1380
moaB,NC_002945.4,100,546,0,0,1,546,1100939,1101484,0,1009
group_1335,NC_002945.4,100,1395,0,0,1,1395,1099545,1100939,0,2577
mprA,NC_002945.4,100,693,0,0,1,693,1097295,1097987,0,1280
group_1847,NC_002945.4,100,324,0,0,1,324,2853151,2852828,4.70E-172,599
group_739,NC_002945.4,100,1794,0,0,1,1794,2859862,2861655,0,3314
group_1510,NC_002945.4,100,2655,0,0,1,2655,2861655,2864309,0,4903
group_2099,NC_002945.4,100,945,0,0,1,945,2866268,2865324,0,1746
group_1258,NC_002945.4,100,390,0,0,1,390,2866372,2866761,0,721
aspS,NC_002945.4,100,1830,0,0,1,1830,2869656,2867827,0,3380
group_426,NC_002945.4,99.879,828,1,0,1,828,2869815,2870642,0,1524
group_55,NC_002945.4,100,504,0,0,1,504,2870665,2871168,0,931
group_158,NC_002945.4,100,882,0,0,1,882,2871198,2872079,0,1629
group_912,NC_002945.4,100,423,0,0,1,423,2872507,2872085,0,782
dhaA_2,NC_002945.4,100,903,0,0,1,903,2875498,2876400,0,1668
hisS,NC_002945.4,100,1272,0,0,1,1272,2877951,2876680,0,2350
group_1356,NC_002945.4,100,675,0,0,1,675,2878622,2877948,0,1247
ppiB,NC_002945.4,100,927,0,0,1,927,2878673,2879599,0,1712
group_924,NC_002945.4,100,1674,0,0,1,1674,2884536,2882863,0,3092
secD,NC_002945.4,99.942,1722,1,0,1,1722,2887595,2885874,0,3175
yajC,NC_002945.4,100,348,0,0,1,348,2888052,2887705,0,643
car,NC_002945.4,99.971,3507,1,0,1,3507,2889730,2893236,0,6471
car,NC_002945.4,76.304,882,191,16,2209,3084,116262,117131,1.24E-127,455
ruvB,NC_002945.4,100,1035,0,0,1,1035,2896101,2895067,0,1912
ruvA,NC_002945.4,100,591,0,0,1,591,2896688,2896098,0,1092
ruvC,NC_002945.4,100,567,0,0,1,567,2897251,2896685,0,1048
group_1684,NC_002945.4,100,621,0,0,1,621,2898223,2898843,0,1147
group_122,NC_002945.4,100,495,0,0,1,495,2898854,2899348,0,915
group_800,NC_002945.4,100,432,0,0,1,432,2899345,2899776,0,798
group_2050,NC_002945.4,100,288,0,0,1,288,2901938,2902225,4.26E-152,532
group_666,NC_002945.4,100,441,0,0,1,441,2902212,2902652,0,815
group_920,NC_002945.4,100,756,0,0,1,756,2903428,2902673,0,1397
pdxT,NC_002945.4,100,597,0,0,1,597,2904157,2903561,0,1103
tesB_2,NC_002945.4,100,846,0,0,1,846,2905010,2904165,0,1563
pdxS,NC_002945.4,100,900,0,0,1,900,2905938,2905039,0,1663
pdxH,NC_002945.4,100,675,0,0,1,675,2906066,2906740,0,1247
group_1958,NC_002945.4,100,1056,0,0,1,1056,2909733,2908678,0,1951
group_2091,NC_002945.4,100,951,0,0,1,951,2911830,2910880,0,1757
pgsA1,NC_002945.4,100,654,0,0,1,654,2912480,2911827,0,1208
group_1859,NC_002945.4,100,588,0,0,1,588,2913064,2912477,0,1086
group_2288,NC_002945.4,100,150,0,0,1,150,4257821,4257970,1.07E-75,278
group_2240,NC_002945.4,100,702,0,0,1,702,4256955,4256254,0,1297
glpQ1,NC_002945.4,100,831,0,0,1,831,4256254,4255424,0,1535
lcpB,NC_002945.4,100,363,0,0,1,363,4254304,4254666,0,671
group_2270,NC_002945.4,100,777,0,0,1,777,4253451,4254227,0,1435
pheA,NC_002945.4,100,966,0,0,1,966,4253355,4252390,0,1784
serS,NC_002945.4,100,1260,0,0,1,1260,4249599,4248340,0,2327
group_2318,NC_002945.4,100,519,0,0,1,519,4247439,4246921,0,959
group_2239,NC_002945.4,99.841,630,1,0,1,630,4246370,4245741,0,1158
group_2295,NC_002945.4,100,582,0,0,1,582,4244052,4243471,0,1075
group_2295,NC_002945.4,77.778,549,114,6,1,545,3296847,3296303,3.50E-91,331
group_2301,NC_002945.4,100,1755,0,0,1,1755,4240497,4242251,0,3241
group_2301,NC_002945.4,74.739,1053,234,26,643,1673,3244962,3246004,4.79E-124,442
group_2301,NC_002945.4,71.748,492,104,27,1199,1668,3205886,3206364,7.14E-23,106
group_2236,NC_002945.4,100,336,0,0,1,336,4224681,4225016,1.04E-178,621
group_2241,NC_002945.4,99.807,1554,0,1,1,1554,4223134,4224684,0,2850
group_2255,NC_002945.4,99.872,780,1,0,1,780,4222256,4221477,0,1435
group_2242,NC_002945.4,100,756,0,0,1,756,4221473,4220718,0,1397
yitU,NC_002945.4,100,810,0,0,1,810,4219888,4219079,0,1496
group_2260,NC_002945.4,100,153,0,0,1,153,4218919,4218767,2.36E-77,283
erp,NC_002945.4,100,855,0,0,1,855,4214424,4215278,0,1580
glf,NC_002945.4,100,1200,0,0,1,1200,4214160,4212961,0,2217
glfT2,NC_002945.4,100,1914,0,0,1,1914,4212964,4211051,0,3535
group_2225,NC_002945.4,100,534,0,0,1,534,4211058,4210525,0,987
group_2309,NC_002945.4,100,909,0,0,1,909,4210518,4209610,0,1679
fbpA,NC_002945.4,100,1017,0,0,1,1017,4207343,4206327,0,1879
fbpA,NC_002945.4,81.564,857,150,8,113,965,2130399,2129547,0,701
group_2326,NC_002945.4,100,900,0,0,1,900,4206147,4205248,0,1663
group_2263,NC_002945.4,100,1011,0,0,1,1011,4205050,4204040,0,1868
group_2319,NC_002945.4,100,1890,0,0,1,1890,4203727,4201838,0,3491
group_2238,NC_002945.4,99.981,5202,1,0,1,5202,4201831,4196630,0,9601
accD5_3,NC_002945.4,100,1569,0,0,1,1569,4196633,4195065,0,2898
dapE_2,NC_002945.4,100,1347,0,0,1,1347,2386531,2385185,0,2488
group_2064,NC_002945.4,100,531,0,0,1,531,2385137,2384607,0,981
pyrD,NC_002945.4,100,1119,0,0,1,1119,2383484,2384602,0,2067
group_2084,NC_002945.4,100,282,0,0,1,282,2383212,2383493,9.01E-149,521
group_1943,NC_002945.4,100,309,0,0,1,309,2382019,2381711,9.74E-164,571
pspA_2,NC_002945.4,100,711,0,0,1,711,2380820,2380110,0,1314
group_1860,NC_002945.4,100,588,0,0,1,588,2380046,2379459,0,1086
group_1597,NC_002945.4,100,159,0,0,1,159,2378605,2378447,1.14E-80,294
mshC,NC_002945.4,100,1245,0,0,1,1245,2377268,2376024,0,2300
hisE,NC_002945.4,100,282,0,0,1,282,2365780,2365499,9.01E-149,521
group_234,NC_002945.4,100,483,0,0,1,483,2364563,2364081,0,893
group_369,NC_002945.4,100,837,0,0,1,837,2363222,2364058,0,1546
group_2026,NC_002945.4,100,294,0,0,1,294,2361984,2362277,2.01E-155,544
lppK,NC_002945.4,100,570,0,0,1,570,2361407,2361976,0,1053
mpa,NC_002945.4,100,1830,0,0,1,1830,2361126,2359297,0,3380
group_1555,NC_002945.4,100,642,0,0,1,642,2358652,2359293,0,1186
dop,NC_002945.4,100,1608,0,0,1,1608,2357405,2355798,0,2970
dop,NC_002945.4,97.297,37,1,0,37,73,4062774,4062738,3.99E-10,63.9
dop,NC_002945.4,100,32,0,0,37,68,4062717,4062686,5.16E-09,60.2
pup,NC_002945.4,100,195,0,0,1,195,2355685,2355491,1.39E-100,361
prcB,NC_002945.4,100,876,0,0,1,876,2355494,2354619,0,1618
lipY_2,NC_002945.4,100,297,0,0,1,297,2352253,2352549,4.37E-157,549
group_212,NC_002945.4,100,258,0,0,1,258,2351306,2351049,1.80E-135,477
group_268,NC_002945.4,100,255,0,0,1,255,2351033,2350779,8.26E-134,472
group_754,NC_002945.4,100,435,0,0,1,435,2350772,2350338,0,804
group_383,NC_002945.4,100,834,0,0,1,834,2349526,2350359,0,1541
pafB,NC_002945.4,100,999,0,0,1,999,2341564,2340566,0,1845
tatA,NC_002945.4,100,252,0,0,1,252,2339551,2339300,3.79E-132,466
tatC,NC_002945.4,100,855,0,0,1,855,2339211,2338357,0,1580
group_1045,NC_002945.4,100,735,0,0,1,735,2335546,2334812,0,1358
group_29,NC_002945.4,99.891,921,1,0,1,921,2333888,2334808,0,1696
group_1790,NC_002945.4,100,606,0,0,1,606,2329622,2330227,0,1120
group_1961,NC_002945.4,100,306,0,0,1,306,1340275,1340580,4.48E-162,566
group_1568,NC_002945.4,100,1266,0,0,1,1266,1339791,1338526,0,2338
lcfB_4,NC_002945.4,100,1422,0,0,1,1422,1337072,1338493,0,2627
group_46,NC_002945.4,100,915,0,0,1,915,1335209,1336123,0,1690
sigI,NC_002945.4,100,873,0,0,1,873,1333370,1334242,0,1613
chp2,NC_002945.4,100,1092,0,0,1,1092,1326901,1325810,0,2017
alaC,NC_002945.4,100,1089,0,0,1,1089,1310641,1311729,0,2012
fdxA_1,NC_002945.4,100,327,0,0,1,327,1310282,1310608,1.02E-173,604
group_1929,NC_002945.4,100,570,0,0,1,570,1310069,1309500,0,1053
group_19,NC_002945.4,100,927,0,0,1,927,1304082,1303156,0,1712
group_1892,NC_002945.4,100,108,0,0,1,108,1302649,1302756,1.62E-52,200
mshB_2,NC_002945.4,100,912,0,0,1,912,1301705,1302616,0,1685
lipY_3,NC_002945.4,100,303,0,0,1,303,1301525,1301223,2.06E-160,560
group_2028,NC_002945.4,100,543,0,0,1,543,1301205,1300663,0,1003
group_1791,NC_002945.4,100,606,0,0,1,606,1300092,1299487,0,1120
lpqW,NC_002945.4,100,1908,0,0,1,1908,1297552,1299459,0,3524
narX_2,NC_002945.4,100,741,0,0,1,741,1294806,1295546,0,1369
narY,NC_002945.4,100,1677,0,0,1,1677,1292465,1294141,0,3097
group_2105,NC_002945.4,100,279,0,0,1,279,1287962,1287684,4.15E-147,516
pimE,NC_002945.4,100,1296,0,0,1,1296,1286392,1287687,0,2394
group_1861,NC_002945.4,100,588,0,0,1,588,1283706,1284293,0,1086
group_1317,NC_002945.4,100,189,0,0,1,189,1283430,1283618,2.90E-97,350
group_632,NC_002945.4,100,444,0,0,1,444,1282829,1283272,0,821
group_1460,NC_002945.4,100,366,0,0,1,366,1281055,1281420,0,676
group_129,NC_002945.4,100,888,0,0,1,888,3782371,3783258,0,1640
choD,NC_002945.4,99.828,1740,0,1,1,1740,3785768,3784032,0,3193
guaB3,NC_002945.4,100,1128,0,0,1,1128,3786951,3785824,0,2084
guaB,NC_002945.4,100,1590,0,0,1,1590,3788560,3786971,0,2937
group_1032,NC_002945.4,100,411,0,0,1,411,3788767,3789177,0,760
sigD,NC_002945.4,100,576,0,0,1,576,3790654,3790079,0,1064
whiB3,NC_002945.4,100,309,0,0,1,309,3791933,3792241,9.74E-164,571
groEL1,NC_002945.4,99.938,1620,1,0,1,1620,3793932,3792313,0,2987
groS,NC_002945.4,100,303,0,0,1,303,3794329,3794027,2.06E-160,560
tsaD,NC_002945.4,100,1035,0,0,1,1035,3795630,3794596,0,1912
rimI,NC_002945.4,100,477,0,0,1,477,3796103,3795627,0,881
group_1586,NC_002945.4,100,636,0,0,1,636,3796735,3796100,0,1175
tsaE,NC_002945.4,100,507,0,0,1,507,3797238,3796732,0,937
alr,NC_002945.4,100,1227,0,0,1,1227,3798461,3797235,0,2266
group_1908,NC_002945.4,100,105,0,0,1,105,3801445,3801341,7.27E-51,195
group_322,NC_002945.4,99.882,846,1,0,1,846,3802254,3801409,0,1557
gadA,NC_002945.4,100,1383,0,0,1,1383,3803869,3802487,0,2555
group_1257,NC_002945.4,99.857,699,1,0,1,699,3806028,3805330,0,1286
glmS,NC_002945.4,99.947,1875,1,0,1,1875,3809004,3807130,0,3458
group_292,NC_002945.4,100,477,0,0,1,477,3809026,3809502,0,881
group_1284,NC_002945.4,100,1431,0,0,1,1431,3811804,3810374,0,2643
glmM,NC_002945.4,100,1347,0,0,1,1347,3813485,3812139,0,2488
group_1680,NC_002945.4,100,1215,0,0,1,1215,3816645,3815431,0,2244
rplQ,NC_002945.4,100,543,0,0,1,543,3829545,3829003,0,1003
rpsK,NC_002945.4,100,420,0,0,1,420,3831801,3831382,0,776
rpsM,NC_002945.4,100,375,0,0,1,375,3832179,3831805,0,693
infA,NC_002945.4,100,222,0,0,1,222,3832762,3832541,1.57E-115,411
group_262,NC_002945.4,100,858,0,0,1,858,3833016,3833873,0,1585
rmlB,NC_002945.4,100,996,0,0,1,996,3833946,3834941,0,1840
rmlC,NC_002945.4,100,609,0,0,1,609,3834943,3835551,0,1125
group_1909,NC_002945.4,100,105,0,0,1,105,2193605,2193709,7.27E-51,195
group_1864,NC_002945.4,100,219,0,0,1,219,2193675,2193893,7.19E-114,405
group_1137,NC_002945.4,100,402,0,0,1,402,2194068,2194469,0,743
group_1617,NC_002945.4,100,351,0,0,1,351,2195108,2194758,0,649
group_1617,NC_002945.4,98.039,102,2,0,250,351,1277325,1277426,2.84E-45,178
