"","first.start","first.end","second.X.start","second.X.end","first.names","second.ref_name","n_ref","gene_within_ref","query.width","ref.width","diff_starts","diff_ends","overlap","overlap_len","overlap_percent","n_gene","n_ref_corr","len_same","same_start","is_core","left_overlap","right_overlap","ref_gene_has_core","pseudo_status","seqid","source","type","start","end","score","strand","phase","attributes","Gene","Name"
"1282",3175556,3176500,3175556,3176500,"lppW","BQ2027_MB2929",1,1,945,945,0,944,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3175556,3176500,NA,"+",NA,"ID=gene-BQ2027_MB2929;Name=lppW;gbkey=Gene;gene=lppW;gene_biotype=protein_coding;locus_tag=BQ2027_MB2929","BQ2027_MB2929","lppW"
"1283",3174840,3175181,3174840,3175181,"rplS","BQ2027_MB2928C",1,1,342,342,0,341,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3174840,3175181,NA,"-",NA,"ID=gene-BQ2027_MB2928C;Name=rplS;gbkey=Gene;gene=rplS;gene_biotype=protein_coding;locus_tag=BQ2027_MB2928C","BQ2027_MB2928C","rplS"
"1284",3173898,3174782,3173898,3174782,"lepB","BQ2027_MB2927C",1,1,885,885,0,884,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3173898,3174782,NA,"-",NA,"ID=gene-BQ2027_MB2927C;Name=lepB;gbkey=Gene;gene=lepB;gene_biotype=protein_coding;locus_tag=BQ2027_MB2927C","BQ2027_MB2927C","lepB"
"1285",3173090,3173827,3173090,3173884,"rnhB","BQ2027_MB2926C",2,1,738,795,0,794,"within",NA,1,1,1,0,1,0,0,-57,0,"pseudogene","LT708304.1","EMBL","gene",3173090,3173884,NA,"-",NA,"ID=gene-BQ2027_MB2926C;Name=rnhB;gbkey=Gene;gene=rnhB;gene_biotype=protein_coding;locus_tag=BQ2027_MB2926C","BQ2027_MB2926C","rnhB"
"1286",3169504,3170334,3169504,3170334,"fdhD","BQ2027_MB2923C",2,1,831,831,0,830,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3169504,3170334,NA,"-",NA,"ID=gene-BQ2027_MB2923C;Name=fdhD;gbkey=Gene;gene=fdhD;gene_biotype=protein_coding;locus_tag=BQ2027_MB2923C","BQ2027_MB2923C","fdhD"
"1287",3163408,3164325,3163348,3164325,"fgd","BQ2027_MB2917",2,1,918,978,-60,917,"within",NA,1,1,1,0,0,0,60,0,0,"pseudogene","LT708304.1","EMBL","gene",3163348,3164325,NA,"+",NA,"ID=gene-BQ2027_MB2917;Name=BQ2027_MB2917;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2917","BQ2027_MB2917","BQ2027_MB2917"
"1288",3161722,3162948,3161722,3162948,"group_1662","BQ2027_MB2916C",1,1,1227,1227,0,1226,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3161722,3162948,NA,"-",NA,"ID=gene-BQ2027_MB2916C;Name=PPE45;gbkey=Gene;gene=PPE45;gene_biotype=protein_coding;locus_tag=BQ2027_MB2916C","BQ2027_MB2916C","PPE45"
"1289",3160047,3160910,3160047,3160910,"rpsB","BQ2027_MB2914C",1,1,864,864,0,863,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3160047,3160910,NA,"-",NA,"ID=gene-BQ2027_MB2914C;Name=rpsB;gbkey=Gene;gene=rpsB;gene_biotype=protein_coding;locus_tag=BQ2027_MB2914C","BQ2027_MB2914C","rpsB"
"1290",3159220,3160035,3159220,3160035,"tsf","BQ2027_MB2913C",1,1,816,816,0,815,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3159220,3160035,NA,"-",NA,"ID=gene-BQ2027_MB2913C;Name=tsf;gbkey=Gene;gene=tsf;gene_biotype=protein_coding;locus_tag=BQ2027_MB2913C","BQ2027_MB2913C","tsf"
"1291",3157792,3159213,3157792,3159213,"amiC","BQ2027_MB2912C",1,1,1422,1422,0,1421,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3157792,3159213,NA,"-",NA,"ID=gene-BQ2027_MB2912C;Name=amiC;gbkey=Gene;gene=amiC;gene_biotype=protein_coding;locus_tag=BQ2027_MB2912C","BQ2027_MB2912C","amiC"
"1292",3157359,3157778,3157359,3157778,"group_948","BQ2027_MB2911",1,1,420,420,0,419,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3157359,3157778,NA,"+",NA,"ID=gene-BQ2027_MB2911;Name=BQ2027_MB2911;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2911","BQ2027_MB2911","BQ2027_MB2911"
"1293",3156473,3157060,3155093,3157360,"group_1857","BQ2027_IS1539",3,1,588,2268,-1380,887,"within",NA,1,2,2,0,0,0,1380,-300,0,"gene within, multiple genes","LT708304.1","EMBL","gene",3155093,3157360,NA,"-",NA,"ID=gene-BQ2027_IS1539;Name=BQ2027_IS1539;gbkey=Gene;gene_biotype=other;locus_tag=BQ2027_IS1539","BQ2027_IS1539","BQ2027_IS1539"
"1294",3156473,3157060,3156473,3157360,"group_1857","BQ2027_MB2910C",3,1,588,888,0,887,"within",NA,1,2,1,0,1,0,0,-300,0,"pseudogene","LT708304.1","EMBL","gene",3156473,3157360,NA,"-",NA,"ID=gene-BQ2027_MB2910C;Name=BQ2027_MB2910C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2910C","BQ2027_MB2910C","BQ2027_MB2910C"
"1295",3153300,3154085,3153300,3154085,"pyrH","BQ2027_MB2907C",1,1,786,786,0,785,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3153300,3154085,NA,"-",NA,"ID=gene-BQ2027_MB2907C;Name=pyrH;gbkey=Gene;gene=pyrH;gene_biotype=protein_coding;locus_tag=BQ2027_MB2907C","BQ2027_MB2907C","pyrH"
"1296",3152571,3153128,3152571,3153128,"frr","BQ2027_MB2906C",3,1,558,558,0,557,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3152571,3153128,NA,"-",NA,"ID=gene-BQ2027_MB2906C;Name=frr;gbkey=Gene;gene=frr;gene_biotype=protein_coding;locus_tag=BQ2027_MB2906C","BQ2027_MB2906C","frr"
"1297",3149804,3150325,3149804,3150325,"group_2093","BQ2027_MB2903C",1,1,522,522,0,521,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3149804,3150325,NA,"-",NA,"ID=gene-BQ2027_MB2903C;Name=mpt53;gbkey=Gene;gene=mpt53;gene_biotype=protein_coding;locus_tag=BQ2027_MB2903C","BQ2027_MB2903C","mpt53"
"1298",3148591,3148905,3148591,3148905,"group_1894","BQ2027_MB2901",3,1,315,315,0,314,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3148591,3148905,NA,"+",NA,"ID=gene-BQ2027_MB2901;Name=BQ2027_MB2901;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2901","BQ2027_MB2901","BQ2027_MB2901"
"1299",3147958,3148539,3147958,3148539,"group_1881","BQ2027_MB2900",2,1,582,582,0,581,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3147958,3148539,NA,"+",NA,"ID=gene-BQ2027_MB2900;Name=mpt70;gbkey=Gene;gene=mpt70;gene_biotype=protein_coding;locus_tag=BQ2027_MB2900","BQ2027_MB2900","mpt70"
"1300",3146114,3147862,3145775,3147862,"dipZ","BQ2027_MB2899",2,1,1749,2088,-339,1748,"within",NA,1,1,1,0,0,0,339,0,0,"pseudogene","LT708304.1","EMBL","gene",3145775,3147862,NA,"+",NA,"ID=gene-BQ2027_MB2899;Name=dipZ;gbkey=Gene;gene=dipZ;gene_biotype=protein_coding;locus_tag=BQ2027_MB2899","BQ2027_MB2899","dipZ"
"1301",3144310,3144753,3144310,3144753,"group_624","BQ2027_MB2897",1,1,444,444,0,443,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3144310,3144753,NA,"+",NA,"ID=gene-BQ2027_MB2897;Name=vapc43;gbkey=Gene;gene=vapc43;gene_biotype=protein_coding;locus_tag=BQ2027_MB2897","BQ2027_MB2897","vapc43"
"1302",3142698,3143987,3142698,3143939,"dxr","BQ2027_MB2895C",1,0,1290,1242,0,1241,"right",1241,0.962015503875969,1,1,0,1,0,0,48,0,"gene spans ref","LT708304.1","EMBL","gene",3142698,3143939,NA,"-",NA,"ID=gene-BQ2027_MB2895C;Name=dxr;gbkey=Gene;gene=dxr;gene_biotype=protein_coding;locus_tag=BQ2027_MB2895C","BQ2027_MB2895C","dxr"
"1303",3141476,3142690,3141476,3142690,"rip1","BQ2027_MB2894C",1,1,1215,1215,0,1214,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3141476,3142690,NA,"-",NA,"ID=gene-BQ2027_MB2894C;Name=rip;gbkey=Gene;gene=rip;gene_biotype=protein_coding;locus_tag=BQ2027_MB2894C","BQ2027_MB2894C","rip"
"1304",3140296,3141459,3140296,3141459,"ispG","BQ2027_MB2893C",1,1,1164,1164,0,1163,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3140296,3141459,NA,"-",NA,"ID=gene-BQ2027_MB2893C;Name=gcpE;gbkey=Gene;gene=gcpE;gene_biotype=protein_coding;locus_tag=BQ2027_MB2893C","BQ2027_MB2893C","gcpE"
"1305",3139386,3140240,3139386,3140240,"group_276","BQ2027_MB2892C",1,1,855,855,0,854,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3139386,3140240,NA,"-",NA,"ID=gene-BQ2027_MB2892C;Name=BQ2027_MB2892C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2892C","BQ2027_MB2892C","BQ2027_MB2892C"
"1306",3138762,3139013,3138750,3139013,"relG","BQ2027_MB2891",1,1,252,264,-12,251,"within",NA,1,1,1,0,0,0,12,0,0,"pseudogene","LT708304.1","EMBL","gene",3138750,3139013,NA,"+",NA,"ID=gene-BQ2027_MB2891;Name=relg;gbkey=Gene;gene=relg;gene_biotype=protein_coding;locus_tag=BQ2027_MB2891","BQ2027_MB2891","relg"
"1307",3138465,3138746,3138465,3138746,"relF","BQ2027_MB2890",1,1,282,282,0,281,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3138465,3138746,NA,"+",NA,"ID=gene-BQ2027_MB2890;Name=relf;gbkey=Gene;gene=relf;gene_biotype=protein_coding;locus_tag=BQ2027_MB2890","BQ2027_MB2890","relf"
"1308",3136382,3138193,3136382,3138193,"mrdA","BQ2027_MB2889C",1,1,1812,1812,0,1811,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3136382,3138193,NA,"-",NA,"ID=gene-BQ2027_MB2889C;Name=BQ2027_MB2889C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2889C","BQ2027_MB2889C","BQ2027_MB2889C"
"1309",3135920,3136300,3135920,3136300,"group_1321","BQ2027_MB2888",1,1,381,381,0,380,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3135920,3136300,NA,"+",NA,"ID=gene-BQ2027_MB2888;Name=vapc23;gbkey=Gene;gene=vapc23;gene_biotype=protein_coding;locus_tag=BQ2027_MB2888","BQ2027_MB2888","vapc23"
"1310",3134987,3135571,3134987,3135571,"group_1869","BQ2027_MB2887C",1,1,585,585,0,584,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3134987,3135571,NA,"-",NA,"ID=gene-BQ2027_MB2887C;Name=BQ2027_MB2887C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2887C","BQ2027_MB2887C","BQ2027_MB2887C"
"1311",3134088,3134945,3134088,3134945,"map","BQ2027_MB2886C",1,1,858,858,0,857,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3134088,3134945,NA,"-",NA,"ID=gene-BQ2027_MB2886C;Name=mapB;gbkey=Gene;gene=mapB;gene_biotype=protein_coding;locus_tag=BQ2027_MB2886C","BQ2027_MB2886C","mapB"
"1312",3130284,3131651,3130284,3131651,"styD","BQ2027_MB2883C",3,1,1368,1368,0,1367,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3130284,3131651,NA,"-",NA,"ID=gene-BQ2027_MB2883C;Name=aldC;gbkey=Gene;gene=aldC;gene_biotype=protein_coding;locus_tag=BQ2027_MB2883C","BQ2027_MB2883C","aldC"
"1313",3129511,3130284,3129511,3130287,"bacC_2","BQ2027_MB2882C",2,1,774,777,0,776,"within",NA,1,1,1,0,1,0,0,-3,0,"pseudogene","LT708304.1","EMBL","gene",3129511,3130287,NA,"-",NA,"ID=gene-BQ2027_MB2882C;Name=BQ2027_MB2882C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2882C","BQ2027_MB2882C","BQ2027_MB2882C"
"1314",3120979,3121449,3120979,3121449,"group_348","BQ2027_MB2876C",2,1,471,471,0,470,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3120979,3121449,NA,"-",NA,"ID=gene-BQ2027_MB2876C;Name=BQ2027_MB2876C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2876C","BQ2027_MB2876C","BQ2027_MB2876C"
"1315",3118449,3119072,3118449,3119072,"btuR","BQ2027_MB2874C",2,1,624,624,0,623,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3118449,3119072,NA,"-",NA,"ID=gene-BQ2027_MB2874C;Name=cobO;gbkey=Gene;gene=cobO;gene_biotype=protein_coding;locus_tag=BQ2027_MB2874C","BQ2027_MB2874C","cobO"
"1316",3115636,3116853,3115636,3116853,"cysG_1","BQ2027_MB2872C",1,1,1218,1218,0,1217,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3115636,3116853,NA,"-",NA,"ID=gene-BQ2027_MB2872C;Name=cysG;gbkey=Gene;gene=cysG;gene_biotype=protein_coding;locus_tag=BQ2027_MB2872C","BQ2027_MB2872C","cysG"
"1317",3114021,3115613,3114021,3115613,"efpA","BQ2027_MB2871C",2,1,1593,1593,0,1592,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3114021,3115613,NA,"-",NA,"ID=gene-BQ2027_MB2871C;Name=efpA;gbkey=Gene;gene=efpA;gene_biotype=protein_coding;locus_tag=BQ2027_MB2871C","BQ2027_MB2871C","efpA"
"1318",3112184,3114064,3112184,3113932,"proS","BQ2027_MB2870C",1,0,1881,1749,0,1748,"right",1748,0.929292929292929,1,1,0,1,0,0,132,0,"gene spans ref","LT708304.1","EMBL","gene",3112184,3113932,NA,"-",NA,"ID=gene-BQ2027_MB2870C;Name=proS;gbkey=Gene;gene=proS;gene_biotype=protein_coding;locus_tag=BQ2027_MB2870C","BQ2027_MB2870C","proS"
"1319",3111695,3112183,3111695,3112183,"group_177","BQ2027_MB2869",2,1,489,489,0,488,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3111695,3112183,NA,"+",NA,"ID=gene-BQ2027_MB2869;Name=BQ2027_MB2869;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2869","BQ2027_MB2869","BQ2027_MB2869"
"1320",3110407,3110958,3110407,3110958,"rimP","BQ2027_MB2867C",2,1,552,552,0,551,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3110407,3110958,NA,"-",NA,"ID=gene-BQ2027_MB2867C;Name=rimP;gbkey=Gene;gene=rimP;gene_biotype=protein_coding;locus_tag=BQ2027_MB2867C","BQ2027_MB2867C","rimP"
"1321",3109367,3110410,3109367,3110410,"nusA","BQ2027_MB2866C",2,1,1044,1044,0,1043,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3109367,3110410,NA,"-",NA,"ID=gene-BQ2027_MB2866C;Name=nusA;gbkey=Gene;gene=nusA;gene_biotype=protein_coding;locus_tag=BQ2027_MB2866C","BQ2027_MB2866C","nusA"
"1322",3105602,3106153,3105602,3106153,"rbfA","BQ2027_MB2863C",3,1,552,552,0,551,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3105602,3106153,NA,"-",NA,"ID=gene-BQ2027_MB2863C;Name=rbfA;gbkey=Gene;gene=rbfA;gene_biotype=protein_coding;locus_tag=BQ2027_MB2863C","BQ2027_MB2863C","rbfA"
"1323",3104617,3105627,3104617,3105627,"nrnA","BQ2027_MB2862C",2,1,1011,1011,0,1010,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3104617,3105627,NA,"-",NA,"ID=gene-BQ2027_MB2862C;Name=nrnA;gbkey=Gene;gene=nrnA;gene_biotype=protein_coding;locus_tag=BQ2027_MB2862C","BQ2027_MB2862C","nrnA"
"1324",3098254,3099003,3098254,3099003,"echA8_2","BQ2027_MB2855",1,1,750,750,0,749,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3098254,3099003,NA,"+",NA,"ID=gene-BQ2027_MB2855;Name=echA16;gbkey=Gene;gene=echA16;gene_biotype=protein_coding;locus_tag=BQ2027_MB2855","BQ2027_MB2855","echA16"
"1325",3097992,3098219,3097992,3098207,"group_785","BQ2027_MB2854C",2,0,228,216,0,215,"right",215,0.942982456140351,1,1,0,1,0,0,12,0,"gene spans ref","LT708304.1","EMBL","gene",3097992,3098207,NA,"-",NA,"ID=gene-BQ2027_MB2854C;Name=vapb22;gbkey=Gene;gene=vapb22;gene_biotype=protein_coding;locus_tag=BQ2027_MB2854C","BQ2027_MB2854C","vapb22"
"1326",3097603,3097995,3097603,3097995,"group_1231","BQ2027_MB2853C",2,1,393,393,0,392,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3097603,3097995,NA,"-",NA,"ID=gene-BQ2027_MB2853C;Name=vapc22;gbkey=Gene;gene=vapc22;gene_biotype=protein_coding;locus_tag=BQ2027_MB2853C","BQ2027_MB2853C","vapc22"
"1327",3095579,3096466,3095579,3096466,"group_127","BQ2027_MB2851C",1,1,888,888,0,887,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3095579,3096466,NA,"-",NA,"ID=gene-BQ2027_MB2851C;Name=BQ2027_MB2851C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2851C","BQ2027_MB2851C","BQ2027_MB2851C"
"1328",3094692,3095576,3094692,3095576,"group_145","BQ2027_MB2850C",1,1,885,885,0,884,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3094692,3095576,NA,"-",NA,"ID=gene-BQ2027_MB2850C;Name=BQ2027_MB2850C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB2850C","BQ2027_MB2850C","BQ2027_MB2850C"
"1329",3343757,3344860,3343757,3344860,"mnmA","BQ2027_MB3050C",2,1,1104,1104,0,1103,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3343757,3344860,NA,"-",NA,"ID=gene-BQ2027_MB3050C;Name=trmU;gbkey=Gene;gene=trmU;gene_biotype=protein_coding;locus_tag=BQ2027_MB3050C","BQ2027_MB3050C","trmU"
"1330",3344857,3346038,3344857,3346038,"iscS","BQ2027_MB3051C",2,1,1182,1182,0,1181,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3344857,3346038,NA,"-",NA,"ID=gene-BQ2027_MB3051C;Name=iscS;gbkey=Gene;gene=iscS;gene_biotype=protein_coding;locus_tag=BQ2027_MB3051C","BQ2027_MB3051C","iscS"
"1331",3346135,3347049,3346135,3347049,"group_44","BQ2027_MB3052C",2,1,915,915,0,914,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3346135,3347049,NA,"-",NA,"ID=gene-BQ2027_MB3052C;Name=BQ2027_MB3052C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3052C","BQ2027_MB3052C","BQ2027_MB3052C"
"1332",3347046,3347891,3347046,3347786,"group_324","BQ2027_MB3053C",2,0,846,741,0,740,"right",740,0.874704491725768,1,1,0,1,0,0,105,0,"gene spans ref","LT708304.1","EMBL","gene",3347046,3347786,NA,"-",NA,"ID=gene-BQ2027_MB3053C;Name=BQ2027_MB3053C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3053C","BQ2027_MB3053C","BQ2027_MB3053C"
"1333",3348047,3349003,3348047,3349003,"etfA","BQ2027_MB3054C",1,1,957,957,0,956,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3348047,3349003,NA,"-",NA,"ID=gene-BQ2027_MB3054C;Name=fixB;gbkey=Gene;gene=fixB;gene_biotype=protein_coding;locus_tag=BQ2027_MB3054C","BQ2027_MB3054C","fixB"
"1334",3349042,3349842,3349042,3349842,"etfB","BQ2027_MB3055C",1,1,801,801,0,800,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3349042,3349842,NA,"-",NA,"ID=gene-BQ2027_MB3055C;Name=fixA;gbkey=Gene;gene=fixA;gene_biotype=protein_coding;locus_tag=BQ2027_MB3055C","BQ2027_MB3055C","fixA"
"1335",3350073,3350897,3350073,3350897,"group_447","BQ2027_MB3056",1,1,825,825,0,824,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3350073,3350897,NA,"+",NA,"ID=gene-BQ2027_MB3056;Name=BQ2027_MB3056;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3056","BQ2027_MB3056","BQ2027_MB3056"
"1336",3350915,3352474,3350894,3352474,"group_1071","BQ2027_MB3057",2,1,1560,1581,-21,1559,"within",NA,1,1,1,0,0,0,21,0,0,"pseudogene","LT708304.1","EMBL","gene",3350894,3352474,NA,"+",NA,"ID=gene-BQ2027_MB3057;Name=BQ2027_MB3057;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3057","BQ2027_MB3057","BQ2027_MB3057"
"1337",3352518,3353750,3352506,3353750,"group_1639","BQ2027_MB3058",1,1,1233,1245,-12,1232,"within",NA,1,1,1,0,0,0,12,0,0,"pseudogene","LT708304.1","EMBL","gene",3352506,3353750,NA,"+",NA,"ID=gene-BQ2027_MB3058;Name=BQ2027_MB3058;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3058","BQ2027_MB3058","BQ2027_MB3058"
"1338",3354352,3354900,3354352,3354900,"group_2009","BQ2027_MB3059",1,1,549,549,0,548,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3354352,3354900,NA,"+",NA,"ID=gene-BQ2027_MB3059;Name=BQ2027_MB3059;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3059","BQ2027_MB3059","BQ2027_MB3059"
"1339",3354991,3355893,3354991,3355893,"group_72","BQ2027_MB3060C",1,1,903,903,0,902,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3354991,3355893,NA,"-",NA,"ID=gene-BQ2027_MB3060C;Name=BQ2027_MB3060C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3060C","BQ2027_MB3060C","BQ2027_MB3060C"
"1340",3356426,3357433,3356351,3357433,"group_2019","BQ2027_MB3061",2,1,1008,1083,-75,1007,"within",NA,1,1,1,0,0,0,75,0,0,"pseudogene","LT708304.1","EMBL","gene",3356351,3357433,NA,"+",NA,"ID=gene-BQ2027_MB3061;Name=BQ2027_MB3061;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3061","BQ2027_MB3061","BQ2027_MB3061"
"1341",3357430,3358113,3357430,3358113,"group_1319","BQ2027_MB3062C",2,1,684,684,0,683,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3357430,3358113,NA,"-",NA,"ID=gene-BQ2027_MB3062C;Name=TB22.2;gbkey=Gene;gene=TB22.2;gene_biotype=protein_coding;locus_tag=BQ2027_MB3062C","BQ2027_MB3062C","TB22.2"
"1342",3359397,3360452,3359397,3360380,"group_1957","BQ2027_MB3064C",1,0,1056,984,0,983,"right",983,0.930871212121212,1,1,0,1,0,0,72,0,"gene spans ref","LT708304.1","EMBL","gene",3359397,3360380,NA,"-",NA,"ID=gene-BQ2027_MB3064C;Name=BQ2027_MB3064C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3064C","BQ2027_MB3064C","BQ2027_MB3064C"
"1343",3360391,3361176,3360391,3361155,"group_681","BQ2027_MB3065C",2,0,786,765,0,764,"right",764,0.972010178117048,1,1,0,1,0,0,21,0,"gene spans ref","LT708304.1","EMBL","gene",3360391,3361155,NA,"-",NA,"ID=gene-BQ2027_MB3065C;Name=echA17;gbkey=Gene;gene=echA17;gene_biotype=protein_coding;locus_tag=BQ2027_MB3065C","BQ2027_MB3065C","echA17"
"1344",3361164,3362030,3361164,3362030,"group_1519","BQ2027_MB3066C",3,1,867,867,0,866,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3361164,3362030,NA,"-",NA,"ID=gene-BQ2027_MB3066C;Name=BQ2027_MB3066C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3066C","BQ2027_MB3066C","BQ2027_MB3066C"
"1345",3362027,3362890,3362027,3362890,"ylmA","BQ2027_MB3067C",2,1,864,864,0,863,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3362027,3362890,NA,"-",NA,"ID=gene-BQ2027_MB3067C;Name=BQ2027_MB3067C;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BQ2027_MB3067C","BQ2027_MB3067C","BQ2027_MB3067C"
"1346",3362905,3364134,3362905,3364134,"serB2","BQ2027_MB3068C",1,1,1230,1230,0,1229,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3362905,3364134,NA,"-",NA,"ID=gene-BQ2027_MB3068C;Name=serB2;gbkey=Gene;gene=serB2;gene_biotype=protein_coding;locus_tag=BQ2027_MB3068C","BQ2027_MB3068C","serB2"
"1347",3366204,3367187,3366108,3367187,"yfiY","BQ2027_MB3070",1,1,984,1080,-96,983,"within",NA,1,1,1,0,0,0,96,0,0,"pseudogene","LT708304.1","EMBL","gene",3366108,3367187,NA,"+",NA,"ID=gene-BQ2027_MB3070;Name=fecB;gbkey=Gene;gene=fecB;gene_biotype=protein_coding;locus_tag=BQ2027_MB3070","BQ2027_MB3070","fecB"
"1348",3367257,3368297,3367257,3368297,"adhC","BQ2027_MB3071",2,1,1041,1041,0,1040,"within",NA,1,1,1,1,1,1,0,0,1,"core","LT708304.1","EMBL","gene",3367257,3368297,NA,"+",NA,"ID=gene-BQ2027_MB3071;Name=adhC;gbkey=Gene;gene=adhC;gene_biotype=protein_coding;locus_tag=BQ2027_MB3071","BQ2027_MB3071","adhC"
